Frequency in Hz	Wool_92_HF_1 Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_92_LF_1 Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_93_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_93_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_94_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_94_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_95_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_95_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_96_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_96_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_97_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_97_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_98_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_98_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_99_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_99_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_92_HF_1 Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_92_LF_1 Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_93_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_93_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_94_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_94_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_95_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_95_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_96_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_96_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_97_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_97_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_98_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_98_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_99_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_99_LF Normalized Surface Impedance continuous Im	
921,875	1,86762917041779	465,625	1,49548196792603	921,875	1,61342632770538	465,625	1,26668894290924	465,625	1,11473834514618	921,875	1,38371062278748	921,875	0,879803240299225	465,625	0,863069593906403	465,625	0,84085476398468	921,875	0,856793999671936	921,875	0,688148617744446	465,625	0,707929790019989	465,625	0,632187604904175	921,875	0,536731362342834	921,875	0,392348259687424	465,625	0,555655241012573	921,875	-1,38263988494873	465,625	-3,11582970619202	921,875	-1,49560034275055	465,625	-3,20503902435303	465,625	-3,11892366409302	921,875	-1,50376689434052	921,875	-1,43912386894226	465,625	-3,07902264595032	465,625	-3,24159955978394	921,875	-1,61703288555145	921,875	-1,74313569068909	465,625	-3,32591938972473	465,625	-3,50820779800415	921,875	-1,93834340572357	921,875	-2,14898991584778	465,625	-3,80046129226685	
925	1,86726450920105	468,75	1,50726413726807	925	1,61449551582336	468,75	1,2849063873291	468,75	1,1304544210434	925	1,3847541809082	925	0,886935770511627	468,75	0,876163065433502	468,75	0,853204488754272	925	0,859631896018982	925	0,687751948833466	468,75	0,716548144817352	468,75	0,641358852386475	925	0,534090042114258	925	0,389960467815399	468,75	0,564760982990265	925	-1,37401378154755	468,75	-3,06145358085632	925	-1,48959517478943	468,75	-3,20040941238403	468,75	-3,11464023590088	925	-1,5001939535141	925	-1,43172812461853	468,75	-3,0759425163269	468,75	-3,23974585533142	925	-1,61118614673615	925	-1,73687016963959	468,75	-3,32797646522522	468,75	-3,51078701019287	925	-1,93294143676758	925	-2,14338231086731	468,75	-3,80605101585388	
928,125	1,87052845954895	471,875	1,48909854888916	928,125	1,61801040172577	471,875	1,24081003665924	471,875	1,09355533123016	928,125	1,38567185401917	928,125	0,888965010643005	471,875	0,851376593112946	471,875	0,826975166797638	928,125	0,858258485794067	928,125	0,682112097740173	471,875	0,69595593214035	471,875	0,621590673923492	928,125	0,52490234375	928,125	0,377959460020065	471,875	0,549542248249054	928,125	-1,36275517940521	471,875	-3,05303525924683	928,125	-1,49551129341125	471,875	-3,10175037384033	471,875	-3,02056050300598	928,125	-1,50737166404724	928,125	-1,43150997161865	471,875	-2,98282837867737	471,875	-3,13852667808533	928,125	-1,6139178276062	928,125	-1,73851382732391	471,875	-3,22101521492004	471,875	-3,39436745643616	928,125	-1,93711090087891	928,125	-2,1457245349884	471,875	-3,67064070701599	
931,25	1,87238013744354	475	1,49295449256897	931,25	1,60664343833923	475	1,26531338691711	475	1,11682069301605	931,25	1,37637794017792	931,25	0,896485149860382	475	0,87056702375412	475	0,846338212490082	931,25	0,859203815460205	931,25	0,686566293239594	475	0,716713130474091	475	0,643930852413177	931,25	0,527125239372253	931,25	0,382674664258957	475	0,57261323928833	931,25	-1,3598085641861	475	-3,02394962310791	931,25	-1,47540533542633	475	-3,08478403091431	475	-3,00472378730774	931,25	-1,49012804031372	931,25	-1,40961372852325	475	-2,97073221206665	475	-3,1277756690979	931,25	-1,59116744995117	931,25	-1,71290147304535	475	-3,21209168434143	475	-3,38776588439941	931,25	-1,91230082511902	931,25	-2,11779069900513	475	-3,66576218605042	
934,375	1,87604081630707	478,125	1,50199115276337	934,375	1,61069405078888	478,125	1,33371305465698	478,125	1,17551171779633	934,375	1,38072741031647	934,375	0,903713226318359	478,125	0,919173359870911	478,125	0,899036288261414	934,375	0,863077402114868	934,375	0,688373506069183	478,125	0,767795324325562	478,125	0,696546614170074	934,375	0,526950359344482	934,375	0,380005806684494	478,125	0,633781611919403	934,375	-1,35102117061615	478,125	-3,00242137908936	934,375	-1,47317659854889	478,125	-3,09641766548157	478,125	-3,01928520202637	934,375	-1,48783266544342	934,375	-1,40642464160919	478,125	-2,99265050888062	478,125	-3,15593528747559	934,375	-1,5884690284729	934,375	-1,70913732051849	478,125	-3,24719882011414	478,125	-3,43110179901123	934,375	-1,90838170051575	934,375	-2,113694190979	478,125	-3,72106862068176	
937,5	1,87534129619598	481,25	1,48320031166077	937,5	1,60891163349152	481,25	1,31087553501129	481,25	1,14903247356415	937,5	1,38071143627167	937,5	0,910461604595184	481,25	0,887968599796295	481,25	0,865058243274689	937,5	0,866321444511414	937,5	0,690199613571167	481,25	0,726764678955078	481,25	0,646542727947235	937,5	0,527997970581055	937,5	0,382111340761185	481,25	0,571508347988129	937,5	-1,34416854381561	481,25	-2,97758388519287	937,5	-1,46525621414185	481,25	-3,13328504562378	481,25	-3,05300545692444	937,5	-1,47978842258453	937,5	-1,39777028560638	481,25	-3,01885843276978	481,25	-3,18529200553894	937,5	-1,58011138439178	937,5	-1,69979679584503	481,25	-3,27671337127686	481,25	-3,46327424049377	937,5	-1,89893388748169	937,5	-2,10512137413025	481,25	-3,75978708267212	
940,625	1,88232243061066	484,375	1,47569513320923	940,625	1,61281049251556	484,375	1,29722011089325	484,375	1,14337027072906	940,625	1,38269674777985	940,625	0,916514098644257	484,375	0,889143109321594	484,375	0,867438018321991	940,625	0,869617879390717	940,625	0,692034006118774	484,375	0,734959542751312	484,375	0,655837416648865	940,625	0,527178704738617	940,625	0,382412821054459	484,375	0,58634889125824	940,625	-1,34159684181213	484,375	-2,97412085533142	940,625	-1,46085178852081	484,375	-3,04643249511719	484,375	-2,96983313560486	940,625	-1,47699415683746	940,625	-1,39312446117401	484,375	-2,9396276473999	484,375	-3,09920358657837	940,625	-1,57688021659851	940,625	-1,69684064388275	484,375	-3,1859974861145	484,375	-3,36667490005493	940,625	-1,89637684822083	940,625	-2,1026566028595	484,375	-3,65169739723206	
943,75	1,87416243553162	487,5	1,48869073390961	943,75	1,60458564758301	487,5	1,32716453075409	487,5	1,16866528987885	943,75	1,37396931648254	943,75	0,916479825973511	487,5	0,90878564119339	487,5	0,886967122554779	943,75	0,863796532154083	943,75	0,685240685939789	487,5	0,751920163631439	487,5	0,672210991382599	943,75	0,519193828105927	943,75	0,373618483543396	487,5	0,603922605514526	943,75	-1,33701848983765	487,5	-2,93438029289246	943,75	-1,45398962497711	487,5	-3,05322098731995	487,5	-2,97741508483887	943,75	-1,47333478927612	943,75	-1,38166773319244	487,5	-2,95051527023315	487,5	-3,11231327056885	943,75	-1,56454491615295	943,75	-1,68092584609985	487,5	-3,2034969329834	487,5	-3,38868498802185	943,75	-1,88033545017242	943,75	-2,08298683166504	487,5	-3,67821574211121	
946,875	1,87975418567657	490,625	1,45561289787292	946,875	1,60578525066376	490,625	1,31429898738861	490,625	1,15669071674347	946,875	1,37531137466431	946,875	0,921199500560761	490,625	0,899645090103149	490,625	0,875704646110535	946,875	0,866458535194397	946,875	0,686130702495575	490,625	0,742877066135406	490,625	0,661675930023193	946,875	0,519675314426422	946,875	0,373355776071548	490,625	0,59235942363739	946,875	-1,33215475082397	490,625	-2,91313672065735	946,875	-1,44722151756287	490,625	-3,01940774917603	490,625	-2,94479084014893	946,875	-1,46910905838013	946,875	-1,3754506111145	490,625	-2,91690897941589	490,625	-3,07680797576904	946,875	-1,55801010131836	946,875	-1,67516148090363	490,625	-3,16637134552002	490,625	-3,34909296035767	946,875	-1,87642014026642	946,875	-2,07935094833374	490,625	-3,63282132148743	
950	1,88087296485901	493,75	1,46428847312927	950	1,61058485507965	493,75	1,32529830932617	493,75	1,16834282875061	950	1,37964808940887	950	0,92900025844574	493,75	0,914515912532806	493,75	0,891296148300171	950	0,871958792209625	950	0,690974175930023	493,75	0,760310053825378	493,75	0,681317090988159	950	0,522562026977539	950	0,375316709280014	493,75	0,614969074726105	950	-1,32022655010223	493,75	-2,89706969261169	950	-1,43892931938171	493,75	-2,97683525085449	493,75	-2,90543389320374	950	-1,46376073360443	950	-1,37054717540741	493,75	-2,87975645065308	493,75	-3,03927779197693	950	-1,55257546901703	950	-1,66926169395447	493,75	-3,12993049621582	493,75	-3,31071877479553	950	-1,87100946903229	950	-2,07344579696655	493,75	-3,5913679599762	
953,125	1,88399434089661	496,875	1,47800850868225	953,125	1,61689388751984	496,875	1,32484292984009	496,875	1,16776382923126	953,125	1,38469910621643	953,125	0,935253381729126	496,875	0,91181743144989	496,875	0,887563169002533	953,125	0,876509130001068	953,125	0,692848682403564	496,875	0,755100607872009	496,875	0,675126194953918	953,125	0,521799147129059	953,125	0,374550968408585	496,875	0,604844629764557	953,125	-1,31827878952026	496,875	-2,88492465019226	953,125	-1,43404138088226	496,875	-2,96349763870239	496,875	-2,89102244377136	953,125	-1,46177780628204	953,125	-1,36662435531616	496,875	-2,86500477790833	496,875	-3,02482175827026	953,125	-1,55037713050842	953,125	-1,66740882396698	496,875	-3,11756277084351	496,875	-3,29689145088196	953,125	-1,87083506584167	953,125	-2,07372617721558	496,875	-3,58061742782593	
956,25	1,88594543933868	500	1,45471239089966	956,25	1,61687731742859	500	1,27194929122925	500	1,11904001235962	956,25	1,38540375232697	956,25	0,94117283821106	500	0,863162279129028	500	0,833110094070435	956,25	0,881634414196014	956,25	0,697934150695801	500	0,696137666702271	500	0,609686136245728	956,25	0,526003181934357	956,25	0,380881100893021	500	0,526308655738831	956,25	-1,313227891922	500	-2,87797021865845	956,25	-1,42493939399719	500	-2,96783876419067	500	-2,88878893852234	956,25	-1,45377600193024	956,25	-1,35989308357239	500	-2,85535979270935	500	-3,01332974433899	956,25	-1,5418496131897	956,25	-1,65769743919373	500	-3,10066437721252	500	-3,27662014961243	956,25	-1,85954535007477	956,25	-2,06172323226929	500	-3,55522871017456	
959,375	1,88540601730347	503,125	1,45783126354218	959,375	1,61339020729065	503,125	1,27228975296021	503,125	1,11869883537292	959,375	1,37993168830872	959,375	0,943861782550812	503,125	0,865623116493225	503,125	0,833775699138641	959,375	0,881780445575714	959,375	0,698154032230377	503,125	0,69926929473877	503,125	0,608762681484222	959,375	0,525446891784668	959,375	0,38050851225853	503,125	0,528185844421387	959,375	-1,30547392368317	503,125	-2,83064317703247	959,375	-1,41683280467987	503,125	-2,93920230865479	503,125	-2,86200904846191	959,375	-1,44742619991302	959,375	-1,35195791721344	503,125	-2,82802486419678	503,125	-2,98452544212341	959,375	-1,53180146217346	959,375	-1,64527380466461	503,125	-3,06943845748901	503,125	-3,24486064910889	959,375	-1,84586322307587	959,375	-2,04523801803589	503,125	-3,51700687408447	
962,5	1,8856520652771	506,25	1,47956120967865	962,5	1,61094200611115	506,25	1,28047907352448	506,25	1,12437272071838	962,5	1,37705719470978	962,5	0,943281412124634	506,25	0,869822561740875	506,25	0,836716651916504	962,5	0,876834809780121	962,5	0,693166971206665	506,25	0,70145457983017	506,25	0,608928084373474	962,5	0,517943143844604	962,5	0,371818780899048	506,25	0,526026725769043	962,5	-1,30109143257141	506,25	-2,8318612575531	962,5	-1,41392457485199	506,25	-2,93224167823792	506,25	-2,85638356208801	962,5	-1,448322057724	962,5	-1,34539294242859	506,25	-2,82299876213074	506,25	-2,98175191879272	962,5	-1,52648591995239	962,5	-1,63921010494232	506,25	-3,06846404075623	506,25	-3,24420571327209	962,5	-1,83945345878601	962,5	-2,03744196891785	506,25	-3,51761078834534	
965,625	1,88645374774933	509,375	1,47351169586182	965,625	1,61324179172516	509,375	1,2539826631546	509,375	1,10057783126831	965,625	1,37936317920685	965,625	0,947198271751404	509,375	0,847556948661804	509,375	0,811612844467163	965,625	0,879404783248901	965,625	0,694881916046143	509,375	0,676312029361725	509,375	0,582128465175629	965,625	0,518470287322998	965,625	0,372308224439621	509,375	0,495851427316666	965,625	-1,29547774791718	509,375	-2,78777742385864	965,625	-1,40885770320892	509,375	-2,90917181968689	509,375	-2,83068919181824	965,625	-1,44611263275146	965,625	-1,34022104740143	509,375	-2,79528379440308	509,375	-2,95065546035767	965,625	-1,52167761325836	965,625	-1,63313233852386	509,375	-3,0358293056488	509,375	-3,20775008201599	965,625	-1,83390009403229	965,625	-2,03240036964417	509,375	-3,47609543800354	
968,75	1,88032329082489	512,5	1,46667313575745	968,75	1,61694025993347	512,5	1,26560723781586	512,5	1,1132208108902	968,75	1,3805513381958	968,75	0,948902487754822	512,5	0,861986041069031	512,5	0,829661011695862	968,75	0,878499269485474	968,75	0,692482233047485	512,5	0,69558584690094	512,5	0,606837928295136	968,75	0,513938188552856	968,75	0,36582812666893	512,5	0,525729477405548	968,75	-1,29359090328217	512,5	-2,75217771530151	968,75	-1,40960502624512	512,5	-2,85831427574158	512,5	-2,78228640556335	968,75	-1,44887840747833	968,75	-1,34003877639771	512,5	-2,75279688835144	512,5	-2,90590763092041	968,75	-1,5227130651474	968,75	-1,63322496414185	512,5	-2,99245667457581	512,5	-3,16278886795044	968,75	-1,83420979976654	968,75	-2,03317594528198	512,5	-3,42767024040222	
971,875	1,88682901859283	515,625	1,45741713047028	971,875	1,61306524276733	515,625	1,30105113983154	515,625	1,14139127731323	971,875	1,37513279914856	971,875	0,952439725399017	515,625	0,885434806346893	515,625	0,852649807929993	971,875	0,880339443683624	971,875	0,695889890193939	515,625	0,716916859149933	515,625	0,626089096069336	971,875	0,516572833061218	971,875	0,369914919137955	515,625	0,544886946678162	971,875	-1,28883600234985	515,625	-2,74327516555786	971,875	-1,39783012866974	515,625	-2,86181640625	515,625	-2,78956317901611	971,875	-1,43993890285492	971,875	-1,32857811450958	515,625	-2,76145076751709	515,625	-2,91746473312378	971,875	-1,50892984867096	971,875	-1,61831784248352	515,625	-3,00660610198975	515,625	-3,18270468711853	971,875	-1,81726133823395	971,875	-2,01497983932495	515,625	-3,455153465271	
975	1,88425064086914	518,75	1,460409283638	975	1,61686182022095	518,75	1,31400191783905	518,75	1,15284419059753	975	1,37790775299072	975	0,957068622112274	518,75	0,89424592256546	518,75	0,861387610435486	975	0,88389265537262	975	0,699075639247894	518,75	0,724530160427094	518,75	0,633268415927887	975	0,519497811794281	975	0,372073590755463	518,75	0,553832590579987	975	-1,28280055522919	518,75	-2,73877954483032	975	-1,3921138048172	518,75	-2,85195684432983	518,75	-2,78279137611389	975	-1,43869006633759	975	-1,32516539096832	518,75	-2,75644326210022	518,75	-2,91294431686401	975	-1,50551545619965	975	-1,61475002765656	518,75	-3,00351476669312	518,75	-3,18350720405579	975	-1,81436729431152	975	-2,01205277442932	518,75	-3,45709156990051	
978,125	1,88678348064423	521,875	1,45518898963928	978,125	1,61816370487213	521,875	1,26192879676819	521,875	1,10875368118286	978,125	1,37742495536804	978,125	0,959447085857391	521,875	0,857149481773376	521,875	0,821016073226929	978,125	0,884493589401245	978,125	0,699543952941895	521,875	0,68682324886322	521,875	0,592904984951019	978,125	0,519242465496063	978,125	0,371449053287506	521,875	0,510724127292633	978,125	-1,27464282512665	521,875	-2,7389919757843	978,125	-1,38681674003601	521,875	-2,80500769615173	521,875	-2,73332595825195	978,125	-1,43719327449799	978,125	-1,32001960277557	521,875	-2,70318984985352	521,875	-2,85535860061646	978,125	-1,50024783611298	978,125	-1,60865533351898	521,875	-2,939692735672	521,875	-3,11131525039673	978,125	-1,80848026275635	978,125	-2,00563454627991	521,875	-3,37194347381592	
981,25	1,88717818260193	525	1,44254314899445	981,25	1,61699092388153	525	1,27631807327271	525	1,12276291847229	981,25	1,37488532066345	981,25	0,963092625141144	525	0,870136320590973	525	0,835447192192078	981,25	0,887321174144745	981,25	0,703089237213135	525	0,702036082744598	525	0,60862797498703	981,25	0,52302885055542	981,25	0,376258283853531	525	0,527587175369263	981,25	-1,26949310302734	525	-2,72322797775269	981,25	-1,37690675258636	525	-2,78065180778503	525	-2,71159720420837	981,25	-1,43061578273773	981,25	-1,31131219863892	525	-2,68298768997192	525	-2,83602476119995	981,25	-1,4903963804245	981,25	-1,59829568862915	525	-2,92089700698853	525	-3,09326577186584	981,25	-1,79847478866577	981,25	-1,99418747425079	525	-3,35476303100586	
984,375	1,89109694957733	528,125	1,46548819541931	984,375	1,61682164669037	528,125	1,27052426338196	528,125	1,11379778385162	984,375	1,37245714664459	984,375	0,96204137802124	528,125	0,856030523777008	528,125	0,817687630653381	984,375	0,883180499076843	984,375	0,698810577392578	528,125	0,680577754974365	528,125	0,581770241260529	984,375	0,516498684883118	984,375	0,368980169296265	528,125	0,492591500282288	984,375	-1,26700901985168	528,125	-2,67636775970459	984,375	-1,37675046920776	528,125	-2,80138278007507	528,125	-2,7301926612854	984,375	-1,4351419210434	984,375	-1,30876660346985	528,125	-2,6976957321167	528,125	-2,85314130783081	984,375	-1,4874951839447	984,375	-1,5945326089859	528,125	-2,93835854530334	528,125	-3,11259484291077	984,375	-1,79392409324646	984,375	-1,98881256580353	528,125	-3,37718534469604	
987,5	1,88881862163544	531,25	1,48939216136932	987,5	1,61864566802979	531,25	1,27238631248474	531,25	1,11646473407745	987,5	1,37075293064117	987,5	0,964316129684448	531,25	0,863073945045471	531,25	0,823481023311615	987,5	0,882992208003998	987,5	0,699249625205994	531,25	0,687550961971283	531,25	0,593454539775848	987,5	0,515760660171509	987,5	0,36797046661377	531,25	0,505704700946808	987,5	-1,25972306728363	531,25	-2,64346170425415	987,5	-1,37047839164734	531,25	-2,7589795589447	531,25	-2,69017910957336	987,5	-1,43435597419739	987,5	-1,30435740947723	531,25	-2,66003608703613	531,25	-2,81131982803345	987,5	-1,48146533966064	987,5	-1,58796632289886	531,25	-2,89607238769531	531,25	-3,0672664642334	987,5	-1,78705954551697	987,5	-1,98130166530609	531,25	-3,32601881027222	
990,625	1,89040577411652	534,375	1,45087397098541	990,625	1,62053787708282	534,375	1,27752888202667	534,375	1,12083446979523	990,625	1,36999750137329	990,625	0,967968463897705	534,375	0,865564167499542	534,375	0,826126337051392	990,625	0,885681211948395	990,625	0,702009856700897	534,375	0,689834654331207	534,375	0,59516966342926	990,625	0,517635881900787	990,625	0,370466202497482	534,375	0,508055150508881	990,625	-1,25430405139923	534,375	-2,64715957641602	990,625	-1,36489415168762	534,375	-2,74106001853943	534,375	-2,67226600646973	990,625	-1,43295419216156	990,625	-1,30027854442596	534,375	-2,64491772651672	534,375	-2,79523181915283	990,625	-1,47626316547394	990,625	-1,58314609527588	534,375	-2,88448286056519	534,375	-3,05437445640564	990,625	-1,78256356716156	990,625	-1,97651255130768	534,375	-3,31125974655151	
993,75	1,89052498340607	537,5	1,44609475135803	993,75	1,61397433280945	537,5	1,27207958698273	537,5	1,11642932891846	993,75	1,35898172855377	993,75	0,963458120822906	537,5	0,86107724905014	537,5	0,822079658508301	993,75	0,878089785575867	993,75	0,695360720157623	537,5	0,686693727970123	537,5	0,589577198028564	993,75	0,509537220001221	993,75	0,361433476209641	537,5	0,503071129322052	993,75	-1,24931633472443	537,5	-2,63835167884827	993,75	-1,36451888084412	537,5	-2,72136449813843	537,5	-2,65333008766174	993,75	-1,43727517127991	993,75	-1,29514479637146	537,5	-2,62621974945068	537,5	-2,77588796615601	993,75	-1,4694344997406	993,75	-1,57439661026001	537,5	-2,86405825614929	537,5	-3,03401970863342	993,75	-1,77199840545654	993,75	-1,96400451660156	537,5	-3,29003143310547	
996,875	1,89019441604614	540,625	1,4548704624176	996,875	1,61734974384308	540,625	1,26832211017609	540,625	1,11245954036713	996,875	1,35743570327759	996,875	0,96625679731369	540,625	0,856837153434753	540,625	0,816468060016632	996,875	0,878992319107056	996,875	0,696669340133667	540,625	0,680127859115601	540,625	0,58061671257019	996,875	0,509518504142761	996,875	0,36102768778801	540,625	0,490941107273102	996,875	-1,25092124938965	540,625	-2,59996819496155	996,875	-1,35910940170288	540,625	-2,71064162254334	540,625	-2,64097166061401	996,875	-1,43745362758636	996,875	-1,2920982837677	540,625	-2,6119544506073	540,625	-2,76034426689148	996,875	-1,46455192565918	996,875	-1,56968355178833	540,625	-2,84747266769409	540,625	-3,01598811149597	996,875	-1,7680811882019	996,875	-1,96033263206482	540,625	-3,27102255821228	
1000	1,89352762699127	543,75	1,44289124011993	1000	1,61408054828644	543,75	1,29742479324341	543,75	1,13669443130493	1000	1,34755206108093	1000	0,964235782623291	543,75	0,877545595169067	543,75	0,838798642158508	1000	0,875522017478943	1000	0,694070756435394	543,75	0,700904428958893	543,75	0,600813865661621	1000	0,506589949131012	1000	0,356965392827988	543,75	0,513321161270142	1000	-1,24595391750336	543,75	-2,58571791648865	1000	-1,35531663894653	543,75	-2,70398712158203	543,75	-2,63514471054077	1000	-1,43871760368347	1000	-1,28654742240906	543,75	-2,60966229438782	543,75	-2,75908970832825	1000	-1,45565712451935	1000	-1,56043446063995	543,75	-2,85093522071838	543,75	-3,02095246315002	1000	-1,75766718387604	1000	-1,94850695133209	543,75	-3,2812066078186	
1003,125	1,89234280586243	546,875	1,43188238143921	1003,125	1,61910104751587	546,875	1,24908542633057	546,875	1,09203791618347	1003,125	1,3471565246582	1003,125	0,96820193529129	546,875	0,83945244550705	546,875	0,796209812164307	1003,125	0,880012214183807	1003,125	0,698543787002563	546,875	0,659682929515839	546,875	0,557983815670013	1003,125	0,510839223861694	1003,125	0,361172586679459	546,875	0,465295106172562	1003,125	-1,23727607727051	546,875	-2,5819673538208	1003,125	-1,3496253490448	546,875	-2,66935014724731	546,875	-2,59992790222168	1003,125	-1,43786859512329	1003,125	-1,28264248371124	546,875	-2,56897163391113	546,875	-2,71415686607361	1003,125	-1,44963693618774	1003,125	-1,55656671524048	546,875	-2,8015034198761	546,875	-2,96480417251587	1003,125	-1,75431144237518	1003,125	-1,94556355476379	546,875	-3,21466827392578	
1006,25	1,89402520656586	550	1,46102225780487	1006,25	1,61972224712372	550	1,26629412174225	550	1,1083550453186	1006,25	1,34071755409241	1006,25	0,969263136386871	550	0,853749394416809	550	0,811746001243591	1006,25	0,880269825458527	1006,25	0,698991656303406	550	0,673479318618774	550	0,574183702468872	1006,25	0,510694086551666	1006,25	0,361354351043701	550	0,481858462095261	1006,25	-1,23225843906403	550	-2,56892561912537	1006,25	-1,34363913536072	550	-2,65780091285706	550	-2,5892059803009	1006,25	-1,43794739246368	1006,25	-1,27781009674072	550	-2,56049275398254	550	-2,70686554908752	1006,25	-1,44222664833069	1006,25	-1,54945182800293	550	-2,79591679573059	550	-2,9612283706665	1006,25	-1,7479966878891	1006,25	-1,93850040435791	550	-3,2126030921936	
1009,375	1,89214599132538	553,125	1,44012987613678	1009,375	1,61685454845428	553,125	1,26770424842834	553,125	1,11084473133087	1009,375	1,32798027992249	1009,375	0,967473328113556	553,125	0,858127892017365	553,125	0,817602396011353	1009,375	0,878745853900909	1009,375	0,698224365711212	553,125	0,679879248142242	553,125	0,582692980766296	1009,375	0,509091138839722	1009,375	0,360553324222565	553,125	0,492353677749634	1009,375	-1,22878479957581	553,125	-2,5335521697998	1009,375	-1,3381415605545	553,125	-2,62871122360229	553,125	-2,56118655204773	1009,375	-1,43803608417511	1009,375	-1,27163815498352	553,125	-2,53400564193726	553,125	-2,6788444519043	1009,375	-1,43281042575836	1009,375	-1,54005587100983	553,125	-2,76773977279663	553,125	-2,93265008926392	1009,375	-1,73788380622864	1009,375	-1,92722904682159	553,125	-3,1803412437439	
1012,5	1,89798855781555	556,25	1,45195913314819	1012,5	1,62080693244934	556,25	1,25752949714661	556,25	1,10030293464661	1012,5	1,32290613651276	1012,5	0,968844950199127	556,25	0,845968186855316	556,25	0,804066777229309	1012,5	0,881959736347198	1012,5	0,700336635112762	556,25	0,66425085067749	556,25	0,565632402896881	1012,5	0,510003745555878	1012,5	0,36085432767868	556,25	0,471010655164719	1012,5	-1,22845554351807	556,25	-2,51602220535278	1012,5	-1,33528780937195	556,25	-2,62439656257629	556,25	-2,55612444877625	1012,5	-1,44101572036743	1012,5	-1,26969540119171	556,25	-2,52654886245728	556,25	-2,67129993438721	1012,5	-1,42891693115234	1012,5	-1,53797888755798	556,25	-2,76004910469055	556,25	-2,92539572715759	1012,5	-1,73588061332703	1012,5	-1,92529201507568	556,25	-3,17264890670776	
1015,625	1,89512026309967	559,375	1,46631681919098	1015,625	1,62237131595612	559,375	1,27352440357208	559,375	1,11615550518036	1015,625	1,31236219406128	1015,625	0,96687525510788	559,375	0,863044321537018	559,375	0,82294899225235	1015,625	0,879787802696228	1015,625	0,697863101959229	559,375	0,683230042457581	559,375	0,586718618869781	1015,625	0,505475044250488	1015,625	0,354393631219864	559,375	0,494740515947342	1015,625	-1,22642481327057	559,375	-2,49288129806519	1015,625	-1,33524680137634	559,375	-2,59070062637329	559,375	-2,52400517463684	1015,625	-1,44874858856201	1015,625	-1,26826429367065	559,375	-2,49842309951782	559,375	-2,64356374740601	1015,625	-1,42433071136475	1015,625	-1,53563249111176	559,375	-2,73239731788635	559,375	-2,90083360671997	1015,625	-1,7330709695816	1015,625	-1,9216011762619	559,375	-3,1457405090332	
1018,75	1,89297044277191	562,5	1,45631992816925	1018,75	1,61407518386841	562,5	1,27067911624908	562,5	1,11425673961639	1018,75	1,28798532485962	1018,75	0,961525797843933	562,5	0,859844446182251	562,5	0,819941997528076	1018,75	0,87804901599884	1018,75	0,696058988571167	562,5	0,678804397583008	562,5	0,579828917980194	1018,75	0,503278076648712	1018,75	0,353524923324585	562,5	0,484359532594681	1018,75	-1,22287476062775	562,5	-2,48289251327515	1018,75	-1,32732927799225	562,5	-2,58316516876221	562,5	-2,5146689414978	1018,75	-1,4427717924118	1018,75	-1,25696325302124	562,5	-2,48862433433533	562,5	-2,63366651535034	1018,75	-1,41002464294434	1018,75	-1,52036559581757	562,5	-2,72173118591309	562,5	-2,89143800735474	1018,75	-1,71691358089447	1018,75	-1,90280187129974	562,5	-3,13571333885193	
