Frequency in Hz	Wool_92_HF_1 Sound Reflection Factor continuous Re	Frequency in Hz	Wool_92_LF_1 Sound Reflection Factor continuous Re	Frequency in Hz	Wool_93_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_93_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_94_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_94_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_95_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_95_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_96_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_96_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_97_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_97_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_98_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_98_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_99_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_99_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_92_HF_1 Sound Reflection Factor continuous Im	Frequency in Hz	Wool_92_LF_1 Sound Reflection Factor continuous Im	Frequency in Hz	Wool_93_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_93_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_94_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_94_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_95_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_95_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_96_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_96_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_97_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_97_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_98_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_98_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_99_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_99_LF Sound Reflection Factor continuous Im	
962,5	0,424011588096619	506,25	0,649968922138214	962,5	0,407694518566132	506,25	0,669462919235229	506,25	0,664710879325867	962,5	0,386410504579544	962,5	0,304284393787384	506,25	0,673836588859558	506,25	0,700479328632355	962,5	0,358639627695084	962,5	0,390269875526428	506,25	0,723574876785278	506,25	0,754615366458893	962,5	0,466240376234055	962,5	0,545232534408569	506,25	0,792410373687744	962,5	-0,259703397750854	506,25	-0,399764090776443	962,5	-0,320755988359451	506,25	-0,425004869699478	506,25	-0,45082214474678	962,5	-0,373855203390121	962,5	-0,481665104627609	506,25	-0,492431104183197	506,25	-0,486246138811111	962,5	-0,521637618541718	962,5	-0,590299606323242	506,25	-0,498514950275421	506,25	-0,494787931442261	962,5	-0,646813452243805	962,5	-0,675426125526428	506,25	-0,478510230779648	
965,625	0,42327892780304	509,375	0,643841862678528	965,625	0,407018899917603	509,375	0,667154490947723	509,375	0,661885023117065	965,625	0,386177569627762	965,625	0,303050428628922	509,375	0,670874834060669	509,375	0,697770059108734	965,625	0,357211887836456	965,625	0,38810122013092	509,375	0,721225202083588	509,375	0,752653121948242	965,625	0,464284360408783	965,625	0,543619751930237	509,375	0,791094064712524	965,625	-0,258839875459671	509,375	-0,401408910751343	965,625	-0,319689512252808	509,375	-0,429597198963165	509,375	-0,455635756254196	965,625	-0,373064666986465	965,625	-0,479697704315186	509,375	-0,497953921556473	509,375	-0,492255508899689	965,625	-0,520439386367798	965,625	-0,589605510234833	509,375	-0,504865825176239	509,375	-0,501493394374847	965,625	-0,64699912071228	965,625	-0,675903081893921	509,375	-0,485460698604584	
968,75	0,422181040048599	512,5	0,638819754123688	968,75	0,407621294260025	512,5	0,659382402896881	512,5	0,653763890266418	968,75	0,386951416730881	968,75	0,303207486867905	512,5	0,662832796573639	512,5	0,689676463603973	968,75	0,357494056224823	968,75	0,388103127479553	512,5	0,713336706161499	512,5	0,744645655155182	968,75	0,464692831039429	968,75	0,544670164585114	512,5	0,783227384090424	968,75	-0,259506046772003	512,5	-0,402985006570816	968,75	-0,31908255815506	512,5	-0,429726809263229	512,5	-0,455857694149017	968,75	-0,37312063574791	968,75	-0,479105025529861	512,5	-0,498474627733231	512,5	-0,492862582206726	968,75	-0,520815849304199	968,75	-0,590473115444183	512,5	-0,505918025970459	512,5	-0,50262188911438	968,75	-0,648550689220428	968,75	-0,677805423736572	512,5	-0,486996561288834	
971,875	0,422338455915451	515,625	0,637668192386627	971,875	0,404906898736954	515,625	0,658720016479492	515,625	0,653698801994324	971,875	0,384256303310394	971,875	0,299842029809952	515,625	0,662727236747742	515,625	0,689775049686432	971,875	0,353006571531296	971,875	0,382751077413559	515,625	0,713548421859741	515,625	0,745401978492737	971,875	0,458601921796799	971,875	0,53850132226944	515,625	0,784305393695831	971,875	-0,257899254560471	515,625	-0,404479891061783	971,875	-0,318338394165039	515,625	-0,424449771642685	515,625	-0,451122134923935	971,875	-0,373298436403275	971,875	-0,476437002420425	515,625	-0,49397736787796	515,625	-0,48852750658989	971,875	-0,519197583198547	971,875	-0,589015185832977	515,625	-0,501624226570129	515,625	-0,498318582773209	971,875	-0,648740172386169	971,875	-0,678808867931366	515,625	-0,482402950525284	
975	0,42109352350235	518,75	0,636961221694946	975	0,40430736541748	518,75	0,656886577606201	518,75	0,65216863155365	975	0,384302645921707	975	0,299317806959152	518,75	0,661322891712189	518,75	0,688470900058746	975	0,352127581834793	975	0,381510615348816	518,75	0,712460994720459	518,75	0,744847357273102	975	0,457399994134903	975	0,537316858768463	518,75	0,783677339553833	975	-0,257474690675735	518,75	-0,404112875461578	975	-0,316895574331284	518,75	-0,422879785299301	518,75	-0,449610859155655	975	-0,372511386871338	975	-0,47444412112236	518,75	-0,492831587791443	518,75	-0,487521708011627	975	-0,517748177051544	975	-0,587793588638306	518,75	-0,500790059566498	518,75	-0,497334271669388	975	-0,647895514965057	975	-0,678493440151215	518,75	-0,481292068958282	
978,125	0,420221775770187	521,875	0,63707560300827	978,125	0,4034743309021	521,875	0,651592612266541	521,875	0,646120309829712	978,125	0,3839011490345	978,125	0,297926336526871	521,875	0,654684245586395	521,875	0,682450294494629	978,125	0,350405305624008	978,125	0,379300564527512	521,875	0,706311643123627	521,875	0,739244818687439	978,125	0,45534160733223	978,125	0,535373091697693	521,875	0,778685629367828	978,125	-0,255997776985168	521,875	-0,404875963926315	978,125	-0,315974056720734	521,875	-0,432058453559875	521,875	-0,458692044019699	978,125	-0,372442066669464	978,125	-0,472965568304062	521,875	-0,502627313137054	521,875	-0,497918874025345	978,125	-0,517143189907074	978,125	-0,587505578994751	521,875	-0,511822104454041	521,875	-0,509315729141235	978,125	-0,648352026939392	978,125	-0,679479658603668	521,875	-0,493974775075912	
981,25	0,419511616230011	525	0,634950578212738	981,25	0,401455342769623	525	0,647455453872681	525	0,641996145248413	981,25	0,382082730531693	981,25	0,295533239841461	525	0,65030562877655	525	0,678327620029449	981,25	0,347316116094589	981,25	0,375593096017838	525	0,702143549919128	525	0,735335469245911	981,25	0,451568752527237	981,25	0,53115701675415	525	0,77515572309494	981,25	-0,255240917205811	525	-0,40699902176857	981,25	-0,314918994903564	525	-0,430653154850006	525	-0,457310765981674	981,25	-0,372229427099228	981,25	-0,470571726560593	525	-0,501688420772552	525	-0,49702924489975	981,25	-0,515417158603668	981,25	-0,585986256599426	525	-0,511157214641571	525	-0,508929193019867	981,25	-0,647617280483246	981,25	-0,679349839687347	525	-0,493784725666046	
984,375	0,419677138328552	528,125	0,627614080905914	984,375	0,401403933763504	528,125	0,650769829750061	528,125	0,645398199558258	984,375	0,382830381393433	984,375	0,294543921947479	528,125	0,653803527355194	528,125	0,682344734668732	984,375	0,346005529165268	984,375	0,374113202095032	528,125	0,706661760807037	528,125	0,740485906600952	984,375	0,450338006019592	984,375	0,530325293540955	528,125	0,781035959720612	984,375	-0,25432363152504	528,125	-0,404237031936646	984,375	-0,314930647611618	528,125	-0,430881679058075	528,125	-0,458005607128143	984,375	-0,373336970806122	984,375	-0,470569759607315	528,125	-0,503188252449036	528,125	-0,498609006404877	984,375	-0,516580104827881	984,375	-0,587468028068542	528,125	-0,512878954410553	528,125	-0,510669827461243	984,375	-0,650216102600098	984,375	-0,682329058647156	528,125	-0,49543508887291	
987,5	0,418290853500366	531,25	0,622389197349548	987,5	0,400460004806519	531,25	0,64426451921463	531,25	0,638720273971558	987,5	0,382443249225616	987,5	0,293396979570389	531,25	0,646704733371735	531,25	0,675207853317261	987,5	0,343950778245926	987,5	0,37170547246933	531,25	0,699592113494873	531,25	0,73325103521347	987,5	0,447922170162201	987,5	0,52803373336792	531,25	0,774080157279968	987,5	-0,253665089607239	531,25	-0,400981277227402	987,5	-0,313771575689316	531,25	-0,431910246610641	531,25	-0,459212601184845	987,5	-0,373634964227676	987,5	-0,469202935695648	531,25	-0,504423499107361	531,25	-0,500742614269257	987,5	-0,516154110431671	987,5	-0,58714771270752	531,25	-0,515541791915894	531,25	-0,513469457626343	987,5	-0,650891661643982	987,5	-0,683572888374329	531,25	-0,499044507741928	
990,625	0,417710304260254	534,375	0,623354911804199	990,625	0,39965832233429	534,375	0,641349494457245	534,375	0,635562419891357	990,625	0,38202828168869	990,625	0,292558819055557	534,375	0,643837630748749	534,375	0,672386646270752	990,625	0,342412203550339	990,625	0,369998037815094	534,375	0,697589933872223	534,375	0,731312036514282	990,625	0,446194261312485	990,625	0,526181995868683	534,375	0,77217423915863	990,625	-0,252687126398087	534,375	-0,40680980682373	990,625	-0,31268498301506	534,375	-0,431644380092621	534,375	-0,459193885326386	990,625	-0,373639702796936	990,625	-0,467421412467957	534,375	-0,504951894283295	534,375	-0,50147420167923	990,625	-0,514812707901001	990,625	-0,586004316806793	534,375	-0,516202390193939	534,375	-0,514474272727966	990,625	-0,650481462478638	990,625	-0,683349311351776	534,375	-0,500240504741669	
993,75	0,41699343919754	537,5	0,622057795524597	993,75	0,398725152015686	537,5	0,638439059257507	537,5	0,632546305656433	993,75	0,381701111793518	993,75	0,290218144655228	537,5	0,640740811824799	537,5	0,669479846954346	993,75	0,339451938867569	993,75	0,366572260856628	537,5	0,694654285907745	537,5	0,729019224643707	993,75	0,442839622497559	993,75	0,523208677768707	537,5	0,770234644412994	993,75	-0,251981765031815	537,5	-0,407647520303726	993,75	-0,313871055841446	537,5	-0,433056592941284	537,5	-0,460670232772827	993,75	-0,376715779304504	993,75	-0,468189388513565	537,5	-0,506960988044739	537,5	-0,503538310527802	993,75	-0,516818821430206	993,75	-0,588232636451721	537,5	-0,518486440181732	537,5	-0,517219841480255	993,75	-0,654033124446869	993,75	-0,687819361686707	537,5	-0,502927184104919	
996,875	0,417183667421341	540,625	0,61601322889328	996,875	0,398151129484177	540,625	0,636861145496368	540,625	0,630599021911621	996,875	0,381556898355484	996,875	0,289606511592865	540,625	0,63840115070343	540,625	0,667284786701202	996,875	0,337861269712448	996,875	0,364851772785187	540,625	0,692591965198517	540,625	0,727351367473602	996,875	0,441411197185516	996,875	0,522052347660065	540,625	0,76924866437912	996,875	-0,252252012491226	540,625	-0,406682729721069	996,875	-0,312521636486053	540,625	-0,433950424194336	540,625	-0,461820691823959	996,875	-0,377097547054291	996,875	-0,466825187206268	540,625	-0,508649706840515	540,625	-0,505601227283478	996,875	-0,516093969345093	996,875	-0,587611079216003	540,625	-0,520993649959564	540,625	-0,520243108272552	996,875	-0,654268503189087	996,875	-0,688403606414795	540,625	-0,506252527236938	
1000	0,416915714740753	543,75	0,61388373374939	1000	0,397003442049026	543,75	0,635031282901764	543,75	0,628706097602844	1000	0,380667418241501	1000	0,287471830844879	543,75	0,636680781841278	543,75	0,665483117103577	1000	0,334510684013367	1000	0,361310243606567	543,75	0,691331326961517	543,75	0,726093411445618	1000	0,437756389379501	1000	0,518638849258423	543,75	0,768188059329987	1000	-0,251076281070709	543,75	-0,408691078424454	1000	-0,312634289264679	543,75	-0,429555207490921	543,75	-0,457909733057022	1000	-0,379563361406326	1000	-0,46669614315033	543,75	-0,504989326000214	543,75	-0,501937568187714	1000	-0,516509115695953	1000	-0,588306903839111	543,75	-0,517368495464325	543,75	-0,51689875125885	1000	-0,655942976474762	1000	-0,691200792789459	543,75	-0,502618193626404	
1003,125	0,415481597185135	546,875	0,613391876220703	1003,125	0,3966024518013	546,875	0,63080769777298	546,875	0,624283194541931	1003,125	0,380420386791229	1003,125	0,286752969026566	546,875	0,631490468978882	546,875	0,660869061946869	1003,125	0,33284318447113	1003,125	0,360000193119049	546,875	0,68693995475769	546,875	0,722219586372375	1003,125	0,436279624700546	1003,125	0,51714414358139	546,875	0,765199303627014	1003,125	-0,25004318356514	546,875	-0,410467833280563	1003,125	-0,310931354761124	546,875	-0,438179671764374	546,875	-0,466930687427521	1003,125	-0,379554599523544	1003,125	-0,46481055021286	546,875	-0,51465892791748	546,875	-0,512442648410797	1003,125	-0,514430224895477	1003,125	-0,586503803730011	546,875	-0,528437554836273	546,875	-0,528609156608582	1003,125	-0,654564023017883	1003,125	-0,690159857273102	546,875	-0,515122413635254	
1006,25	0,414984583854675	550	0,611090302467346	1006,25	0,395563393831253	550	0,628476202487946	550	0,621790826320648	1006,25	0,379667222499847	1006,25	0,285307168960571	550	0,628972172737122	550	0,658468663692474	1006,25	0,330320507287979	1006,25	0,357340067625046	550	0,684775054454803	550	0,720068693161011	1006,25	0,433952033519745	1006,25	0,51476114988327	550	0,76321941614151	1006,25	-0,249096021056175	550	-0,405961394309998	1006,25	-0,310011774301529	550	-0,435705244541168	550	-0,464467018842697	1006,25	-0,381082236766815	1006,25	-0,463747918605804	550	-0,512482404708862	550	-0,5102698802948	1006,25	-0,513665378093719	1006,25	-0,586095094680786	550	-0,526652872562408	550	-0,526584386825562	1006,25	-0,654963850975037	1006,25	-0,690955758094788	550	-0,513329744338989	
1009,375	0,4142145216465	553,125	0,605575680732727	1009,375	0,394144982099533	553,125	0,623698949813843	553,125	0,616744577884674	1009,375	0,378163903951645	1009,375	0,282992720603943	553,125	0,623625516891479	553,125	0,653125524520874	1009,375	0,326931804418564	1009,375	0,353763669729233	553,125	0,679485023021698	553,125	0,714967608451843	1009,375	0,430273205041885	1009,375	0,511059939861298	553,125	0,758160531520844	1009,375	-0,248882412910461	553,125	-0,409525185823441	1009,375	-0,309806972742081	553,125	-0,436206310987473	553,125	-0,465021699666977	1009,375	-0,38411957025528	1009,375	-0,463423728942871	553,125	-0,513277471065521	553,125	-0,511235415935516	1009,375	-0,513310015201569	1009,375	-0,586047410964966	553,125	-0,52807480096817	553,125	-0,528150677680969	1009,375	-0,656102776527405	1009,375	-0,692585527896881	553,125	-0,515381813049316	
1012,5	0,414987415075302	556,25	0,602679431438446	1012,5	0,394146740436554	556,25	0,623239517211914	556,25	0,616209387779236	1012,5	0,378271996974945	1012,5	0,282553285360336	556,25	0,622927367687225	556,25	0,652746856212616	1012,5	0,325894474983215	1012,5	0,353056579828262	556,25	0,679569780826569	556,25	0,71557605266571	1012,5	0,429476022720337	1012,5	0,510367274284363	556,25	0,75943386554718	1012,5	-0,247986450791359	556,25	-0,407701522111893	1012,5	-0,308679163455963	556,25	-0,437987178564072	556,25	-0,467083424329758	1012,5	-0,385689198970795	1012,5	-0,462676793336868	556,25	-0,516093671321869	556,25	-0,514181196689606	1012,5	-0,511828601360321	1012,5	-0,585169553756714	556,25	-0,531412184238434	556,25	-0,531448304653168	1012,5	-0,655866920948029	1012,5	-0,692716300487518	556,25	-0,518848657608032	
1015,625	0,414289444684982	559,375	0,598880767822266	1015,625	0,394351601600647	559,375	0,61727249622345	559,375	0,609879076480865	1015,625	0,378889083862305	1015,625	0,281781226396561	559,375	0,616383373737335	559,375	0,646426558494568	1015,625	0,324099391698837	1015,625	0,352072685956955	559,375	0,673135697841644	559,375	0,7097247838974	1015,625	0,42866113781929	1015,625	0,509893238544464	559,375	0,753545105457306	1015,625	-0,248117491602898	559,375	-0,405439645051956	1015,625	-0,308381229639053	559,375	-0,4361212849617	559,375	-0,465309470891953	1015,625	-0,389140397310257	1015,625	-0,463115870952606	559,375	-0,514446556568146	559,375	-0,512737274169922	1015,625	-0,512135446071625	1015,625	-0,586017906665802	559,375	-0,530600786209106	559,375	-0,530680179595947	1015,625	-0,657713174819946	1015,625	-0,69535893201828	559,375	-0,51867401599884	
1018,75	0,413470208644867	562,5	0,597267270088196	1018,75	0,39173549413681	562,5	0,616073787212372	562,5	0,608240365982056	1018,75	0,37456551194191	1018,75	0,277195274829865	562,5	0,61463075876236	562,5	0,644833505153656	1018,75	0,31895986199379	1018,75	0,346176862716675	562,5	0,671666204929352	562,5	0,708955585956573	1018,75	0,422664046287537	1018,75	0,503538191318512	562,5	0,753347158432007	1018,75	-0,24792942404747	562,5	-0,407089531421661	1018,75	-0,308853894472122	562,5	-0,436761349439621	562,5	-0,465953767299652	1018,75	-0,394390285015106	1018,75	-0,463179707527161	562,5	-0,515655636787415	562,5	-0,513966977596283	1018,75	-0,511319637298584	1018,75	-0,58609414100647	562,5	-0,532305240631104	562,5	-0,532675981521606	1018,75	-0,659382939338684	1018,75	-0,697932124137878	562,5	-0,521054804325104	
1021,875	0,413368701934814	565,625	0,597130835056305	1021,875	0,392211496829987	565,625	0,613514006137848	565,625	0,605437755584717	1021,875	0,374137729406357	1021,875	0,277100563049316	565,625	0,611572623252869	565,625	0,642033100128174	1021,875	0,31877389550209	1021,875	0,345731794834137	565,625	0,668951272964478	565,625	0,706946671009064	1021,875	0,422308713197708	1021,875	0,50325471162796	565,625	0,751839339733124	1021,875	-0,247295454144478	565,625	-0,410834699869156	1021,875	-0,307535976171494	565,625	-0,438854187726974	565,625	-0,467998921871185	1021,875	-0,396593481302261	1021,875	-0,462304502725601	565,625	-0,518131017684937	565,625	-0,516724705696106	1021,875	-0,509742259979248	1021,875	-0,584832668304443	565,625	-0,53560733795166	565,625	-0,536272406578064	1021,875	-0,658467292785645	1021,875	-0,697160959243774	565,625	-0,525004386901855	
1025	0,413552016019821	568,75	0,591290473937988	1025	0,390658468008041	568,75	0,609928607940674	568,75	0,60186094045639	1025	0,369129955768585	1025	0,273711174726486	568,75	0,607753932476044	568,75	0,638561546802521	1025	0,315302491188049	1025	0,341587692499161	568,75	0,665366649627686	568,75	0,703956067562103	1025	0,417870879173279	1025	0,498280733823776	568,75	0,748944520950317	1025	-0,246472671627998	568,75	-0,409871280193329	1025	-0,307342201471329	568,75	-0,437879145145416	568,75	-0,467079401016235	1025	-0,401209712028503	1025	-0,461782813072205	568,75	-0,517465114593506	568,75	-0,516378283500671	1025	-0,507880389690399	1025	-0,584057569503784	568,75	-0,535664975643158	568,75	-0,536608278751373	1025	-0,65863299369812	1025	-0,698163568973541	568,75	-0,525605082511902	
1028,125	0,413352340459824	571,875	0,587461352348328	1028,125	0,390700191259384	571,875	0,607267260551453	571,875	0,599227845668793	1028,125	0,366924941539764	1028,125	0,272284239530563	571,875	0,60504424571991	571,875	0,636072933673859	1028,125	0,313896775245667	1028,125	0,340119868516922	571,875	0,662765026092529	571,875	0,701849222183228	1028,125	0,41659340262413	1028,125	0,497025281190872	571,875	0,746845364570618	1028,125	-0,246189787983894	571,875	-0,405717313289642	1028,125	-0,306416213512421	571,875	-0,437824875116348	571,875	-0,46707746386528	1028,125	-0,405213505029678	1028,125	-0,461761981248856	571,875	-0,517594754695892	571,875	-0,516760110855103	1028,125	-0,506708860397339	1028,125	-0,583802580833435	571,875	-0,536321640014648	571,875	-0,537578105926514	1028,125	-0,659102976322174	1028,125	-0,699213683605194	571,875	-0,526929557323456	
1031,25	0,412492007017136	575	0,585819065570831	1031,25	0,391176134347916	575	0,605444192886353	575	0,597145736217499	1031,25	0,365488529205322	1031,25	0,271170645952225	575	0,602714478969574	575	0,634166836738586	1031,25	0,313250720500946	1031,25	0,339471966028214	575	0,66109710931778	575	0,700782358646393	1031,25	0,416272580623627	1031,25	0,497071444988251	575	0,746252179145813	1031,25	-0,24580742418766	575	-0,405336737632751	1031,25	-0,30613899230957	575	-0,439736396074295	575	-0,469024986028671	1031,25	-0,410457521677017	1031,25	-0,463030874729156	575	-0,520119607448578	575	-0,519608914852142	1031,25	-0,507268071174622	1031,25	-0,584949374198914	575	-0,539625346660614	575	-0,541395366191864	1031,25	-0,660996377468109	1031,25	-0,701453685760498	575	-0,531216084957123	
1034,375	0,411947906017303	578,125	0,584030091762543	1034,375	0,390086889266968	578,125	0,602148473262787	578,125	0,593915820121765	1034,375	0,358047872781754	1034,375	0,267275601625443	578,125	0,599384784698486	578,125	0,630985975265503	1034,375	0,310560971498489	1034,375	0,336135804653168	578,125	0,657871246337891	578,125	0,697876632213593	1034,375	0,412605822086334	1034,375	0,493153959512711	578,125	0,743350982666016	1034,375	-0,245711147785187	578,125	-0,405584186315537	1034,375	-0,306097775697708	578,125	-0,437174528837204	578,125	-0,466501355171204	1034,375	-0,414904236793518	1034,375	-0,462665617465973	578,125	-0,517943739891052	578,125	-0,517545878887177	1034,375	-0,506091773509979	1034,375	-0,584414660930634	578,125	-0,537769079208374	578,125	-0,539886891841888	1034,375	-0,661304295063019	1034,375	-0,702170491218567	578,125	-0,52985030412674	
