frequency f in Hz; re(r) ; im(r)
473.000000;0.643403;-0.361197
474.000000;0.637159;-0.367990
475.000000;0.638545;-0.362751
476.000000;0.640130;-0.362412
477.000000;0.630639;-0.372553
478.000000;0.634437;-0.371103
479.000000;0.645440;-0.367535
480.000000;0.634427;-0.361164
481.000000;0.634531;-0.360667
482.000000;0.645479;-0.366748
483.000000;0.645629;-0.377105
484.000000;0.641023;-0.371782
485.000000;0.634021;-0.374624
486.000000;0.641074;-0.368079
487.000000;0.635569;-0.364815
488.000000;0.627053;-0.359652
489.000000;0.627703;-0.356370
490.000000;0.628067;-0.362672
491.000000;0.633797;-0.358024
492.000000;0.631101;-0.360514
493.000000;0.623722;-0.363937
494.000000;0.619490;-0.361808
495.000000;0.612467;-0.360308
496.000000;0.616812;-0.367119
497.000000;0.622858;-0.370875
498.000000;0.630050;-0.366186
499.000000;0.622314;-0.358854
500.000000;0.622809;-0.365863
501.000000;0.617032;-0.366614
502.000000;0.617730;-0.361978
503.000000;0.622403;-0.355896
504.000000;0.612275;-0.361892
505.000000;0.606237;-0.366842
506.000000;0.607829;-0.369213
507.000000;0.615959;-0.364500
508.000000;0.618395;-0.363441
509.000000;0.614516;-0.364870
510.000000;0.611213;-0.366484
511.000000;0.615362;-0.361804
512.000000;0.613245;-0.363638
513.000000;0.614845;-0.366157
514.000000;0.612042;-0.359269
515.000000;0.612881;-0.355573
516.000000;0.610218;-0.362087
517.000000;0.606809;-0.367656
518.000000;0.607827;-0.362913
519.000000;0.606434;-0.357768
520.000000;0.602915;-0.358027
521.000000;0.606361;-0.362731
522.000000;0.607424;-0.361004
523.000000;0.606956;-0.362755
524.000000;0.608184;-0.357349
525.000000;0.608558;-0.357596
526.000000;0.599099;-0.363821
527.000000;0.593226;-0.364953
528.000000;0.595872;-0.361375
529.000000;0.599248;-0.357442
530.000000;0.595135;-0.355238
531.000000;0.596752;-0.356363
532.000000;0.595238;-0.363022
533.000000;0.603033;-0.363223
534.000000;0.602593;-0.357747
535.000000;0.593924;-0.358460
536.000000;0.593066;-0.356588
537.000000;0.595627;-0.358346
538.000000;0.595973;-0.354895
539.000000;0.593623;-0.353848
540.000000;0.594075;-0.353624
541.000000;0.593731;-0.358692
542.000000;0.596312;-0.361205
543.000000;0.594931;-0.357110
544.000000;0.595955;-0.357397
545.000000;0.592433;-0.362234
546.000000;0.593878;-0.356235
547.000000;0.588275;-0.350992
548.000000;0.588419;-0.355574
549.000000;0.586664;-0.355276
550.000000;0.580759;-0.350373
551.000000;0.582608;-0.352104
552.000000;0.585956;-0.357017
553.000000;0.585365;-0.358773
554.000000;0.578791;-0.357686
555.000000;0.578600;-0.356699
556.000000;0.582639;-0.351393
557.000000;0.585302;-0.357190
558.000000;0.579606;-0.351787
559.000000;0.577689;-0.351519
560.000000;0.578045;-0.351476
561.000000;0.577037;-0.352731
562.000000;0.576219;-0.351267
563.000000;0.574268;-0.351513
564.000000;0.576402;-0.352239
565.000000;0.578273;-0.352660
566.000000;0.579926;-0.349674
567.000000;0.574226;-0.349008
568.000000;0.574560;-0.352419
569.000000;0.575356;-0.351653
570.000000;0.573104;-0.352070
571.000000;0.572543;-0.352625
572.000000;0.571214;-0.349986
573.000000;0.569984;-0.351163
574.000000;0.570249;-0.349184
575.000000;0.568242;-0.349406
576.000000;0.571086;-0.348465
577.000000;0.568942;-0.350812
578.000000;0.566858;-0.349418
579.000000;0.568943;-0.345937
580.000000;0.567515;-0.347387
581.000000;0.564451;-0.346803
582.000000;0.564188;-0.347757
583.000000;0.564160;-0.349561
584.000000;0.565609;-0.349287
585.000000;0.563776;-0.350379
586.000000;0.560674;-0.349665
587.000000;0.560949;-0.349886
588.000000;0.561192;-0.347326
589.000000;0.559904;-0.349185
590.000000;0.560377;-0.346951
591.000000;0.560507;-0.346708
592.000000;0.557382;-0.347882
593.000000;0.556107;-0.347679
594.000000;0.558508;-0.347727
595.000000;0.558788;-0.348325
596.000000;0.556810;-0.349068
597.000000;0.555313;-0.348402
598.000000;0.553741;-0.348661
599.000000;0.552361;-0.346090
600.000000;0.550725;-0.345380
601.000000;0.549605;-0.346677
602.000000;0.550979;-0.347655
603.000000;0.549998;-0.348175
604.000000;0.547857;-0.348296
605.000000;0.547860;-0.346920
606.000000;0.546915;-0.347314
607.000000;0.546188;-0.347796
608.000000;0.545726;-0.346795
609.000000;0.544959;-0.347092
610.000000;0.542704;-0.347532
611.000000;0.540274;-0.345901
612.000000;0.539785;-0.343110
613.000000;0.538987;-0.342878
614.000000;0.538789;-0.342699
615.000000;0.538085;-0.341363
616.000000;0.537131;-0.341058
617.000000;0.536948;-0.340975
618.000000;0.535397;-0.340891
619.000000;0.535734;-0.340088
620.000000;0.535819;-0.340739
621.000000;0.534094;-0.339328
622.000000;0.534455;-0.338959
623.000000;0.534194;-0.337280
624.000000;0.533866;-0.334833
625.000000;0.532676;-0.335677
626.000000;0.531187;-0.336384
627.000000;0.531544;-0.336253
628.000000;0.530178;-0.332377
629.000000;0.530027;-0.331639
630.000000;0.531903;-0.332587
631.000000;0.533113;-0.331537
632.000000;0.530324;-0.330634
633.000000;0.528341;-0.330452
634.000000;0.529240;-0.329586
635.000000;0.529925;-0.330593
636.000000;0.528905;-0.330447
637.000000;0.529238;-0.329480
638.000000;0.529362;-0.327459
639.000000;0.528825;-0.327970
640.000000;0.526984;-0.329550
641.000000;0.526355;-0.329377
642.000000;0.527545;-0.326334
643.000000;0.527107;-0.325986
644.000000;0.525931;-0.326819
645.000000;0.526055;-0.326792
646.000000;0.526142;-0.327132
647.000000;0.525765;-0.325626
648.000000;0.525559;-0.324490
649.000000;0.524820;-0.324815
650.000000;0.522940;-0.325259
651.000000;0.521484;-0.325094
652.000000;0.522772;-0.324855
653.000000;0.522088;-0.324528
654.000000;0.521243;-0.324127
655.000000;0.520615;-0.323308
656.000000;0.520802;-0.322037
657.000000;0.522138;-0.322447
658.000000;0.522600;-0.323524
659.000000;0.519225;-0.322043
660.000000;0.519148;-0.320971
661.000000;0.520034;-0.320324
662.000000;0.518238;-0.321466
663.000000;0.517565;-0.320159
664.000000;0.516819;-0.320641
665.000000;0.517886;-0.319593
666.000000;0.518190;-0.319334
667.000000;0.517555;-0.320593
668.000000;0.517528;-0.319073
669.000000;0.515794;-0.318526
670.000000;0.515729;-0.319401
671.000000;0.514653;-0.319668
672.000000;0.514603;-0.319278
673.000000;0.515901;-0.317797
674.000000;0.516385;-0.317910
675.000000;0.515690;-0.319188
676.000000;0.516377;-0.320281
677.000000;0.514540;-0.319154
678.000000;0.512552;-0.317695
679.000000;0.512802;-0.315986
680.000000;0.514005;-0.316672
681.000000;0.515188;-0.316214
682.000000;0.513818;-0.313697
683.000000;0.511377;-0.312601
684.000000;0.510191;-0.314494
685.000000;0.509820;-0.313717
686.000000;0.511622;-0.314514
687.000000;0.512077;-0.314177
688.000000;0.511957;-0.314417
689.000000;0.509057;-0.314857
690.000000;0.508448;-0.312928
691.000000;0.510156;-0.312555
692.000000;0.508957;-0.314860
693.000000;0.508214;-0.312268
694.000000;0.508692;-0.310889
695.000000;0.508719;-0.311934
696.000000;0.508785;-0.310341
697.000000;0.509030;-0.312383
698.000000;0.507026;-0.311353
699.000000;0.506178;-0.310904
700.000000;0.506399;-0.311126
701.000000;0.506065;-0.310885
702.000000;0.505011;-0.310867
703.000000;0.505379;-0.310536
704.000000;0.504723;-0.310572
705.000000;0.504363;-0.309566
706.000000;0.506079;-0.306719
707.000000;0.504259;-0.307155
708.000000;0.504381;-0.307868
709.000000;0.503797;-0.307905
710.000000;0.503290;-0.306964
711.000000;0.504649;-0.307277
712.000000;0.504580;-0.308203
713.000000;0.502483;-0.307246
714.000000;0.502551;-0.305711
715.000000;0.502674;-0.305229
716.000000;0.502452;-0.303703
717.000000;0.500873;-0.303763
718.000000;0.500734;-0.305343
719.000000;0.501525;-0.304550
720.000000;0.502141;-0.303313
721.000000;0.501755;-0.304452
722.000000;0.501821;-0.304095
723.000000;0.501756;-0.301459
724.000000;0.498623;-0.302011
725.000000;0.498145;-0.302272
726.000000;0.496958;-0.302576
727.000000;0.496478;-0.303330
728.000000;0.497924;-0.303724
729.000000;0.498518;-0.302551
730.000000;0.498199;-0.300441
731.000000;0.499298;-0.300016
732.000000;0.499708;-0.301804
733.000000;0.500228;-0.301609
734.000000;0.500759;-0.301185
735.000000;0.496682;-0.301085
736.000000;0.496321;-0.301833
737.000000;0.495139;-0.300386
738.000000;0.493033;-0.299067
739.000000;0.493105;-0.297463
740.000000;0.493384;-0.298247
741.000000;0.496051;-0.298781
742.000000;0.494977;-0.300158
743.000000;0.494260;-0.300406
744.000000;0.492728;-0.297677
745.000000;0.493407;-0.296033
746.000000;0.494377;-0.296483
747.000000;0.492140;-0.295971
748.000000;0.490689;-0.296797
749.000000;0.493868;-0.298357
750.000000;0.498002;-0.296094
751.000000;0.496683;-0.296433
752.000000;0.493497;-0.297659
753.000000;0.494363;-0.297948
754.000000;0.493560;-0.297999
755.000000;0.491020;-0.297092
756.000000;0.492730;-0.294197
757.000000;0.493861;-0.295173
758.000000;0.490896;-0.297384
759.000000;0.489565;-0.293961
760.000000;0.490566;-0.291176
761.000000;0.493112;-0.292232
762.000000;0.492058;-0.293112
763.000000;0.490505;-0.293009
764.000000;0.490876;-0.290819
765.000000;0.491574;-0.292891
766.000000;0.489569;-0.292076
767.000000;0.489390;-0.287664
768.000000;0.488764;-0.290779
769.000000;0.490376;-0.288550
770.000000;0.491254;-0.290981
771.000000;0.488848;-0.291664
772.000000;0.487849;-0.294664
773.000000;0.488331;-0.290509
774.000000;0.490620;-0.289205
775.000000;0.488643;-0.292114
776.000000;0.488183;-0.289935
777.000000;0.487893;-0.290809
778.000000;0.489488;-0.288715
779.000000;0.489999;-0.289510
780.000000;0.492403;-0.288162
781.000000;0.487964;-0.286153
782.000000;0.485032;-0.289854
783.000000;0.488899;-0.289418
784.000000;0.485762;-0.288292
785.000000;0.487142;-0.288180
786.000000;0.490036;-0.286540
787.000000;0.486087;-0.286618
788.000000;0.488488;-0.285293
789.000000;0.488236;-0.287279
790.000000;0.484180;-0.288421
791.000000;0.485902;-0.285800
792.000000;0.487943;-0.286675
793.000000;0.485466;-0.287322
794.000000;0.488836;-0.284996
795.000000;0.488838;-0.284471
796.000000;0.482744;-0.281333
797.000000;0.485609;-0.279968
798.000000;0.486208;-0.284130
799.000000;0.488018;-0.282703
800.000000;0.485639;-0.286724
801.000000;0.485619;-0.284887
802.000000;0.484225;-0.280489
803.000000;0.484226;-0.284914
804.000000;0.483104;-0.287395
805.000000;0.484179;-0.287275
806.000000;0.484384;-0.285056
807.000000;0.483534;-0.280416
808.000000;0.481983;-0.280158
809.000000;0.485325;-0.277201
810.000000;0.484118;-0.278154
811.000000;0.483733;-0.279315
812.000000;0.482174;-0.286008
813.000000;0.482041;-0.285081
814.000000;0.482457;-0.284460
815.000000;0.487028;-0.282515
816.000000;0.487196;-0.283160
817.000000;0.484810;-0.281860
818.000000;0.481777;-0.280479
819.000000;0.481519;-0.282931
820.000000;0.480580;-0.284862
821.000000;0.481692;-0.286050
822.000000;0.483816;-0.286237
823.000000;0.485629;-0.281420
824.000000;0.480540;-0.275472
825.000000;0.480275;-0.276321
826.000000;0.481516;-0.281727
827.000000;0.485351;-0.281618
828.000000;0.487184;-0.278985
829.000000;0.484695;-0.277523
830.000000;0.485391;-0.279657
831.000000;0.487464;-0.283370
832.000000;0.483661;-0.283685
833.000000;0.486215;-0.279160
834.000000;0.482647;-0.277505
835.000000;0.485591;-0.278941
836.000000;0.484630;-0.283898
837.000000;0.482348;-0.286034
838.000000;0.485195;-0.281531
839.000000;0.484674;-0.279567
840.000000;0.484417;-0.279001
841.000000;0.480753;-0.281665
842.000000;0.479782;-0.286662
843.000000;0.479360;-0.286691
844.000000;0.479513;-0.284656
845.000000;0.479531;-0.285521
846.000000;0.481578;-0.282849
847.000000;0.487597;-0.284683
848.000000;0.486302;-0.280907
849.000000;0.482934;-0.283386
850.000000;0.482248;-0.285958
851.000000;0.484201;-0.283503
852.000000;0.485258;-0.285608
853.000000;0.480479;-0.285358
854.000000;0.479323;-0.284706
855.000000;0.481157;-0.288086
856.000000;0.482190;-0.288425
857.000000;0.484934;-0.280777
858.000000;0.481839;-0.278905
859.000000;0.484857;-0.282974
860.000000;0.480745;-0.283404
861.000000;0.479288;-0.282032
862.000000;0.481204;-0.281392
863.000000;0.483300;-0.285137
864.000000;0.481802;-0.287027
865.000000;0.483118;-0.285281
866.000000;0.483035;-0.282598
867.000000;0.481220;-0.282826
868.000000;0.480356;-0.283055
869.000000;0.482212;-0.286807
870.000000;0.479395;-0.284713
871.000000;0.478140;-0.282071
872.000000;0.479637;-0.285500
873.000000;0.478451;-0.282686
874.000000;0.479893;-0.285241
875.000000;0.478277;-0.285209
876.000000;0.477132;-0.285658
877.000000;0.480143;-0.285599
878.000000;0.480384;-0.281999
879.000000;0.479879;-0.281063
880.000000;0.480898;-0.284055
881.000000;0.481567;-0.284675
882.000000;0.480501;-0.287322
883.000000;0.483025;-0.284224
884.000000;0.483248;-0.282906
885.000000;0.482144;-0.286382
886.000000;0.481257;-0.287776
887.000000;0.481144;-0.288804
888.000000;0.484749;-0.285239
889.000000;0.473257;-0.289866
890.000000;0.477275;-0.296365
891.000000;0.481556;-0.297481
892.000000;0.482892;-0.299016
893.000000;0.479902;-0.299801
894.000000;0.478125;-0.298950
895.000000;0.481881;-0.293852
896.000000;0.480738;-0.297017
897.000000;0.481520;-0.297201
898.000000;0.482804;-0.297287
899.000000;0.482841;-0.301434
900.000000;0.479674;-0.301502
901.000000;0.476258;-0.301896
902.000000;0.480330;-0.304567
903.000000;0.483459;-0.303531
904.000000;0.479142;-0.303561
905.000000;0.479505;-0.302340
906.000000;0.483424;-0.303670
907.000000;0.485274;-0.303690
908.000000;0.482616;-0.307774
909.000000;0.483785;-0.309030
910.000000;0.483774;-0.309816
911.000000;0.481122;-0.310097
912.000000;0.481358;-0.310634
913.000000;0.481300;-0.312709
914.000000;0.481393;-0.313649
915.000000;0.479485;-0.314338
916.000000;0.479363;-0.314163
917.000000;0.480680;-0.313179
918.000000;0.481167;-0.312927
919.000000;0.478101;-0.314424
920.000000;0.478563;-0.319186
921.000000;0.479339;-0.321864
922.000000;0.481097;-0.322487
923.000000;0.483128;-0.321186
924.000000;0.482287;-0.322158
925.000000;0.483117;-0.325465
926.000000;0.479199;-0.327756
927.000000;0.477897;-0.328026
928.000000;0.481175;-0.327199
929.000000;0.482345;-0.328358
930.000000;0.477204;-0.329266
931.000000;0.478566;-0.332011
932.000000;0.475248;-0.337037
933.000000;0.474793;-0.336587
934.000000;0.475779;-0.337586
935.000000;0.476300;-0.339289
936.000000;0.474359;-0.341065
937.000000;0.473723;-0.342202
938.000000;0.473592;-0.345550
939.000000;0.474767;-0.344847
940.000000;0.470529;-0.347077
941.000000;0.467368;-0.350752
942.000000;0.468266;-0.352011
943.000000;0.470432;-0.353144
944.000000;0.469307;-0.354954
945.000000;0.468960;-0.357018
946.000000;0.469487;-0.358144
947.000000;0.465978;-0.362833
948.000000;0.462303;-0.366737
949.000000;0.462894;-0.365542
950.000000;0.460983;-0.366813
951.000000;0.462859;-0.370410
952.000000;0.458360;-0.369661
953.000000;0.456288;-0.371557
954.000000;0.455760;-0.376164
955.000000;0.456034;-0.376759
956.000000;0.452690;-0.377686
957.000000;0.453780;-0.382998
958.000000;0.449720;-0.384184
959.000000;0.448295;-0.385356
960.000000;0.444601;-0.389235
961.000000;0.443076;-0.390945
962.000000;0.439130;-0.392726
963.000000;0.437197;-0.393684
964.000000;0.435850;-0.396681
965.000000;0.433749;-0.399826
966.000000;0.431024;-0.401071
967.000000;0.429475;-0.403756
968.000000;0.424883;-0.406885
969.000000;0.421776;-0.405771
970.000000;0.417497;-0.406523
