Frequency in Hz	Silk_95 Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_95 Sound Absorption Coefficient continuous	
125	0,097741037607193	100	0,0771864666715495	
160	0,132284492254257	103,125	0,0951655179408882	
200	0,180735647678375	106,25	0,0839719116998706	
250	0,247578412294388	109,375	0,0687931028869192	
315	0,336925476789474	112,5	0,0925255000281788	
400	0,417459577322006	115,625	0,0918409689521522	
500	0,501726746559143	118,75	0,0864276200487994	
630	0,584415435791016	121,875	0,111361784456301	
800	0,644095718860626	125	0,0893334461891703	
1000	0,695557594299316	128,125	0,0902551866740238	
1250	0,822764694690704	131,25	0,0914586778029887	
1600	0,788838744163513	134,375	0,0768101727704454	
2000	0,822967290878296	137,5	0,120279558975668	
2500	0,847971022129059	140,625	0,127117423094876	
3150	0,871027231216431	143,75	0,131381182372648	
4000	0,913432598114014	146,875	0,10449204372063	
		150	0,12712534869001	
		153,125	0,124241086283077	
		156,25	0,12627952560864	
		159,375	0,127297950088569	
		162,5	0,126459148005152	
		165,625	0,137238741227351	
		168,75	0,137887544078668	
		171,875	0,15105033898711	
		175	0,161676556280868	
		178,125	0,148782664383559	
		181,25	0,151937857525517	
		184,375	0,164413775287905	
		187,5	0,177737031255855	
		190,625	0,181150558691592	
		193,75	0,186750432352288	
		196,875	0,184043748534565	
		200	0,173429442883094	
		203,125	0,169787735072649	
		206,25	0,186371907036821	
		209,375	0,191792027513107	
		212,5	0,18193403305579	
		215,625	0,204067396334002	
		218,75	0,201165377040581	
		221,875	0,207670741490001	
		225	0,217581454973392	
		228,125	0,222410247350354	
		231,25	0,223891390468498	
		234,375	0,23150857653211	
		237,5	0,222458862092073	
		240,625	0,220651473254972	
		243,75	0,228498887574328	
		246,875	0,245932556152599	
		250	0,250455118125944	
		253,125	0,245467855176122	
		256,25	0,251752748844191	
		259,375	0,263486346327645	
		262,5	0,258489671461991	
		265,625	0,256123860903413	
		268,75	0,264809319267315	
		271,875	0,271573625810765	
		275	0,268163996023468	
		278,125	0,279019938760625	
		281,25	0,281714014849803	
		284,375	0,284049793891445	
		287,5	0,2731375751897	
		290,625	0,288232272413673	
		293,75	0,287994961635995	
		296,875	0,297047390949359	
		300	0,302170596986192	
		303,125	0,308562921163566	
		306,25	0,31875191974146	
		309,375	0,329005385036699	
		312,5	0,344058266092209	
		315,625	0,365086252725312	
		318,75	0,369695164303554	
		321,875	0,364028418474503	
		325	0,362828354047316	
		328,125	0,369730609264701	
		331,25	0,35326115858772	
		334,375	0,353531695101818	
		337,5	0,360147635109286	
		340,625	0,357084322264468	
		343,75	0,363477656669418	
		346,875	0,362326241636501	
		350	0,36852644817627	
		353,125	0,366550769221987	
		356,25	0,362410806388454	
		359,375	0,36911783715942	
		362,5	0,377544014987885	
