Frequency in Hz	Silk_93 Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_93 Sound Absorption Coefficient continuous	
125	0,129561081528664	100	0,0993264605787669	
160	0,172764152288437	103,125	0,11446754991449	
200	0,225862100720406	106,25	0,111213594183909	
250	0,288881570100784	109,375	0,097426959579101	
315	0,360774517059326	112,5	0,118935632335176	
400	0,409862011671066	115,625	0,119179387247542	
500	0,452818185091019	118,75	0,114404855264616	
630	0,494259774684906	121,875	0,140264758756847	
800	0,521798253059387	125	0,121974409266061	
1000	0,560249626636505	128,125	0,124444093684654	
1250	0,596987962722778	131,25	0,126059967484536	
1600	0,695424020290375	134,375	0,113379264103871	
2000	0,689569413661957	137,5	0,155069327122466	
2500	0,730891168117523	140,625	0,161899170164527	
3150	0,775632381439209	143,75	0,167494529302144	
4000	0,808566927909851	146,875	0,143040560877337	
		150	0,165697770959284	
		153,125	0,163822900959231	
		156,25	0,166436546340623	
		159,375	0,168158293415364	
		162,5	0,16838117441754	
		165,625	0,1792137876169	
		168,75	0,181007811939416	
		171,875	0,193034871496538	
		175	0,204117469479295	
		178,125	0,192750222018309	
		181,25	0,196504700061186	
		184,375	0,208795837128722	
		187,5	0,221893861053334	
		190,625	0,224536944014583	
		193,75	0,230802574974286	
		196,875	0,228676091163908	
		200	0,219273447798473	
		203,125	0,216609889723067	
		206,25	0,23299968347727	
		209,375	0,237587318833396	
		212,5	0,228161711243459	
		215,625	0,24968365999465	
		218,75	0,246748600442478	
		221,875	0,252906879708434	
		225	0,262082443488278	
		228,125	0,266832245897474	
		231,25	0,268046640374942	
		234,375	0,274766321856095	
		237,5	0,26687479194867	
		240,625	0,265962582724819	
		243,75	0,27250043612435	
		246,875	0,287653763092922	
		250	0,29246250268915	
		253,125	0,28732260111734	
		256,25	0,293122811488289	
		259,375	0,303200487710731	
		262,5	0,298695697673659	
		265,625	0,296409967397086	
		268,75	0,30407736957438	
		271,875	0,309771778067399	
		275	0,306222588424398	
		278,125	0,315227326726857	
		281,25	0,317517313867998	
		284,375	0,319222822492568	
		287,5	0,307165532871942	
		290,625	0,322170044777315	
		293,75	0,32169332949777	
		296,875	0,329667852496344	
		300	0,333574838532205	
		303,125	0,33956524304371	
		306,25	0,34833335725059	
		309,375	0,357548182983626	
		312,5	0,370819181546712	
		315,625	0,388763588865064	
		318,75	0,39181715576817	
		321,875	0,384861168931763	
		325	0,382130532866102	
		328,125	0,388140436907942	
		331,25	0,372692597619256	
		334,375	0,371588312069209	
		337,5	0,377179242361618	
		340,625	0,373875772941364	
		343,75	0,378884497363635	
		346,875	0,377586996650245	
		350	0,382231641316697	
		353,125	0,378301517424643	
		356,25	0,374515383211031	
		359,375	0,378931318237947	
		362,5	0,386583688264427	
		365,625	0,395397679477588	
		368,75	0,387838689553106	
		371,875	0,373070709413869	
		375	0,405878597123401	
		378,125	0,400904488324264	
		381,25	0,393735725063359	
		384,375	0,411115395365995	
		387,5	0,408205239571451	
		390,625	0,40211912296605	
		393,75	0,397888336143161	
		396,875	0,400504924304882	
		400	0,405417799186131	
		403,125	0,407889823636262	
		406,25	0,415335631109865	
		409,375	0,424121047952759	
		412,5	0,424989194089711	
		415,625	0,411449447574315	
		418,75	0,423265758354236	
		421,875	0,417857027386215	
		425	0,423457770010329	
		428,125	0,429852355576887	
		431,25	0,42326697106202	
		434,375	0,427866470692521	
		437,5	0,430812801600024	
		440,625	0,435389132954435	
		443,75	0,436757411988019	
		446,875	0,441442453728108	
		450	0,430282854202088	
		453,125	0,433119564176941	
		456,25	0,427801236592804	
		459,375	0,432717538761047	
		462,5	0,433149519069791	
		465,625	0,431298676203043	
		468,75	0,433205704419571	
		471,875	0,435994546997716	
		475	0,440981269848904	
		478,125	0,450777753269868	
		481,25	0,442871789765755	
		484,375	0,448843076537161	
		487,5	0,45185903983631	
		490,625	0,452496826776823	
		493,75	0,457745111831434	
		496,875	0,459461981930647	
		500	0,448618943907078	
		503,125	0,449342522723047	
		506,25	0,450542591410097	
		509,375	0,448906808678572	
		512,5	0,456648656065531	
		515,625	0,459905430975173	
		518,75	0,462437056488321	
		521,875	0,458958339752111	
		525	0,464226635276114	
		528,125	0,459009467188044	
		531,25	0,462300473845183	
		534,375	0,464122633157832	
		537,5	0,465270525232225	
		540,625	0,464686643065593	
		543,75	0,470788002538908	
		546,875	0,465183428949628	
		550	0,468640571880646	
		553,125	0,472184823231933	
		556,25	0,470209236365355	
		559,375	0,476865209927946	
		562,5	0,476378151369828	
		565,625	0,47586956591888	
		568,75	0,479117571638168	
		571,875	0,480624611288556	
		575	0,479092147048456	
		578,125	0,484163540754249	
		581,25	0,480485713578723	
		584,375	0,479883130775535	
		587,5	0,48095371728688	
		590,625	0,483827919300453	
		593,75	0,485582593202669	
		596,875	0,485329011532756	
		600	0,48595060813604	
		603,125	0,487576159305294	
		606,25	0,488867858127616	
		609,375	0,487968420018623	
		612,5	0,489396585691538	
		615,625	0,490618105213683	
		618,75	0,491141995119552	
		621,875	0,490726985582641	
		625	0,493637825298145	
		628,125	0,493719077050359	
		631,25	0,49788658000233	
		634,375	0,498495723246936	
		637,5	0,497328146572343	
		640,625	0,497756065016946	
		643,75	0,497072346510003	
		646,875	0,499826545939243	
		650	0,497515331108771	
		653,125	0,500317111360167	
		656,25	0,501905613442024	
		659,375	0,50164021679668	
		662,5	0,500039126992864	
		665,625	0,499448465428639	
		668,75	0,501875850142184	
		671,875	0,503487819172759	
		675	0,505475748792067	
		678,125	0,506543259224623	
		681,25	0,505735731958231	
		684,375	0,505828827427684	
		687,5	0,50360688281806	
		690,625	0,504904596163129	
		693,75	0,505546574244166	
		696,875	0,505617456270896	
		700	0,507259160263844	
		703,125	0,506923822126942	
		706,25	0,507261643787085	
		709,375	0,509990351215399	
		712,5	0,510231021343307	
		715,625	0,508659508899662	
		718,75	0,507999462366158	
		721,875	0,510334411378981	
		725	0,508719716746364	
		728,125	0,51133159257931	
		731,25	0,510318823946252	
		734,375	0,511571905817785	
		737,5	0,510567689837995	
		740,625	0,513742394242362	
		743,75	0,516061541962315	
		746,875	0,512651154119336	
		750	0,513273918795143	
		753,125	0,513999981145775	
		756,25	0,515282797971056	
		759,375	0,519245921995836	
		762,5	0,516669093151612	
		765,625	0,517182958113436	
		768,75	0,51631281830447	
		771,875	0,51813827535291	
		775	0,518157297496177	
		778,125	0,520464684053078	
		781,25	0,519758074281492	
		784,375	0,520955409462243	
		787,5	0,520001056283695	
		790,625	0,519909422521184	
		793,75	0,520955330112621	
		796,875	0,521568031975404	
		800	0,522045119393846	
		803,125	0,520950763375637	
		806,25	0,520264897870398	
		809,375	0,521391934215549	
		812,5	0,521839725986144	
		815,625	0,523192161102239	
		818,75	0,523542849880013	
		821,875	0,526743492020016	
		825	0,528684173493379	
		828,125	0,528888118416033	
		831,25	0,537845904860517	
		834,375	0,528844866772611	
		837,5	0,525091412153595	
		840,625	0,52688598890834	
		843,75	0,528185487289234	
		846,875	0,522217527841127	
		850	0,520567168492857	
		853,125	0,523288734783884	
		856,25	0,530089141810336	
		859,375	0,532692615448501	
		862,5	0,530571658078976	
		865,625	0,529315692882395	
		868,75	0,525974181992141	
		871,875	0,525777688244008	
		875	0,528326522847755	
		878,125	0,528280770111698	
		881,25	0,528570043551183	
		884,375	0,544158250884459	
		887,5	0,549638166276419	
		890,625	0,548178485149335	
		893,75	0,540620004262141	
		896,875	0,543686586390679	
		900	0,544746108823085	
		903,125	0,548973851916945	
		906,25	0,547989418800707	
		909,375	0,543013916786412	
		912,5	0,540604679897571	
		915,625	0,542736517444961	
		918,75	0,545736075527011	
		921,875	0,55092691903838	
		925	0,550641178205257	
		928,125	0,546230072363095	
		931,25	0,550840663615239	
		934,375	0,549893856294543	
		937,5	0,550647088253516	
		940,625	0,550530985667322	
		943,75	0,550035576689203	
		946,875	0,551103497260397	
		950	0,552404281048678	
		953,125	0,553450329583143	
		956,25	0,555015411559016	
		959,375	0,555310946918489	
		962,5	0,554390127772737	
		965,625	0,554902078666991	
		968,75	0,553048172704494	
		971,875	0,555710547951529	
		975	0,556525942064022	
		978,125	0,556932933398961	
		981,25	0,560088434993941	
		984,375	0,55801562535304	
		987,5	0,558333369038618	
		990,625	0,559614644458067	
		993,75	0,557809413809331	
		996,875	0,558292494638068	
		1000	0,55793738635553	
		1003,125	0,560081864251154	
		1006,25	0,561122114664124	
		1009,375	0,56192239835169	
		1012,5	0,562005679715018	
		1015,625	0,560697912455306	
		1018,75	0,562320725565493	
		1021,875	0,562458830336916	
		1025	0,56400381232448	
		1028,125	0,564061014981461	
		1031,25	0,562580691456199	
		1034,375	0,563865545810959	
		1037,5	0,564950050201237	
		1040,625	0,56499810514833	
		1043,75	0,565716727096303	
		1046,875	0,566869107874744	
		1050	0,566101751388836	
		1053,125	0,56469740823017	
		1056,25	0,566430627280099	
		1059,375	0,566264046762953	
		1062,5	0,566133365423902	
		1065,625	0,566888974056217	
		1068,75	0,569131233423629	
		1071,875	0,569442344008936	
		1075	0,568396332537686	
		1078,125	0,567045265019747	
		1081,25	0,571541132830573	
		1084,375	0,570575413840835	
		1087,5	0,570687682674683	
		1090,625	0,571617455715965	
		1093,75	0,571609533457271	
		1096,875	0,573399396409105	
		1100	0,574273160760818	
		1103,125	0,574529430734312	
		1106,25	0,576096723755165	
		1109,375	0,574807847071383	
		1112,5	0,574308579766784	
		1115,625	0,578411273970708	
		1118,75	0,574862809391745	
		1121,875	0,576827383100142	
		1125	0,575618831491599	
		1128,125	0,575803926238267	
		1131,25	0,577858263858282	
		1134,375	0,578620754372281	
		1137,5	0,577020648168691	
		1140,625	0,577652746385718	
		1143,75	0,578147777476841	
		1146,875	0,578988637857005	
		1150	0,58101184723888	
		1153,125	0,582273543782613	
		1156,25	0,579550640967002	
		1159,375	0,578144497380038	
		1162,5	0,579374573871924	
		1165,625	0,581900426241696	
		1168,75	0,581905315127602	
		1171,875	0,58215631007786	
		1175	0,582493418827363	
		1178,125	0,582195237932499	
		1181,25	0,582273163028441	
		1184,375	0,583650708150412	
		1187,5	0,581918532868794	
		1190,625	0,584242392438549	
		1193,75	0,586329066012026	
		1196,875	0,589501203499451	
		1200	0,586964710147359	
		1203,125	0,58753179823245	
		1206,25	0,590136294863544	
		1209,375	0,586229602401862	
		1212,5	0,586249643474787	
		1215,625	0,587680366645331	
		1218,75	0,589312428925393	
		1221,875	0,590585213691046	
		1225	0,588560586242004	
		1228,125	0,589434474154216	
		1231,25	0,589468043217343	
		1234,375	0,59151259589565	
		1237,5	0,586582389520961	
		1240,625	0,588532275608591	
		1243,75	0,591585405843025	
		1246,875	0,591966150672077	
		1250	0,593723151170594	
		1253,125	0,591693533375774	
		1256,25	0,591710108953297	
		1259,375	0,593041335269182	
		1262,5	0,594565495180818	
		1265,625	0,594453547507218	
		1268,75	0,594589109023486	
		1271,875	0,596896479125081	
		1275	0,597395675849187	
		1278,125	0,598456178221972	
		1281,25	0,597413603170045	
		1284,375	0,598767045275287	
		1287,5	0,597925146595941	
		1290,625	0,596997432528356	
		1293,75	0,600018136843974	
		1296,875	0,602223008922048	
