Frequency in Hz	Silk_93 Normalized Surface Impedance continuous Re	Frequency in Hz	Silk_93 Normalized Surface Impedance continuous Im	
100	5,15223789215088	100	-13,0244760513306	
103,125	6,55559587478638	103,125	-13,1146612167358	
106,25	4,32813024520874	106,25	-11,281849861145	
109,375	4,73415517807007	109,375	-12,7077465057373	
112,5	5,1622953414917	112,5	-11,6465682983398	
115,625	4,59737682342529	115,625	-11,0892038345337	
118,75	4,9652886390686	118,75	-11,7481679916382	
121,875	5,22449922561646	121,875	-10,499773979187	
125	4,70945978164673	125	-11,0382509231567	
128,125	4,34090042114258	128,125	-10,535849571228	
131,25	4,51560544967651	131,25	-10,6236743927002	
134,375	4,20841693878174	134,375	-11,0156517028809	
137,5	4,43506145477295	137,5	-9,21206474304199	
140,625	5,12613582611084	140,625	-9,44036769866943	
143,75	4,72798919677734	143,75	-8,94991779327393	
146,875	4,88600158691406	146,875	-10,0988912582397	
150	4,7820029258728	150	-9,05580520629883	
153,125	4,2723217010498	153,125	-8,74747085571289	
156,25	4,56347560882568	156,25	-8,87257480621338	
159,375	4,42693901062012	159,375	-8,70932960510254	
162,5	4,49795198440552	162,5	-8,75352382659912	
165,625	4,72469711303711	165,625	-8,52535724639893	
168,75	4,15435028076172	168,75	-8,07697677612305	
171,875	4,68477296829224	171,875	-8,04733180999756	
175	4,56830072402954	175	-7,64964056015015	
178,125	4,36234092712402	178,125	-7,85962295532227	
181,25	4,55973720550537	181,25	-7,86804819107056	
184,375	4,6961612701416	184,375	-7,58421468734741	
187,5	4,51517152786255	187,5	-7,1397647857666	
190,625	4,70845603942871	190,625	-7,16184616088867	
193,75	4,41404056549072	193,75	-6,86928987503052	
196,875	4,58044624328613	196,875	-6,99855279922485	
200	4,57129430770874	200	-7,23536586761475	
203,125	4,61930179595947	203,125	-7,32974863052368	
206,25	4,17554807662964	206,25	-6,70052480697632	
209,375	4,42755603790283	209,375	-6,71443176269531	
212,5	4,61609935760498	212,5	-7,02753400802612	
215,625	4,30541944503784	215,625	-6,38956260681152	
218,75	4,59670925140381	218,75	-6,57216310501099	
221,875	4,4022068977356	221,875	-6,35939407348633	
225	4,50727128982544	225	-6,20174312591553	
228,125	4,49325704574585	228,125	-6,09763526916504	
231,25	4,52399444580078	231,25	-6,08243703842163	
234,375	4,49324178695679	234,375	-5,93600225448608	
237,5	4,54881381988525	237,5	-6,11470890045166	
240,625	4,17981719970703	240,625	-6,00272703170776	
243,75	4,39330244064331	243,75	-5,94987630844116	
246,875	4,44848394393921	246,875	-5,67211484909058	
250	4,46911239624023	250	-5,58683347702026	
253,125	4,39712333679199	253,125	-5,66446828842163	
256,25	4,30796527862549	256,25	-5,53287220001221	
259,375	4,4691801071167	259,375	-5,38963174819946	
262,5	4,3367714881897	262,5	-5,4401273727417	
265,625	4,22586536407471	265,625	-5,45138835906982	
268,75	4,38952112197876	268,75	-5,35679197311401	
271,875	4,25766849517822	271,875	-5,22829389572144	
275	4,26964092254639	275	-5,29174947738647	
278,125	4,21123647689819	278,125	-5,12644815444946	
281,25	4,27781581878662	281,25	-5,1024956703186	
284,375	4,27519845962524	284,375	-5,07369375228882	
287,5	4,31206798553467	287,5	-5,28535270690918	
290,625	3,99114537239075	290,625	-4,96404504776001	
293,75	4,08467388153076	293,75	-4,99357128143311	
296,875	4,10308504104614	296,875	-4,87267875671387	
300	4,13892126083374	300	-4,81898164749146	
303,125	4,00086069107056	303,125	-4,70325469970703	
306,25	4,00544595718384	306,25	-4,57614040374756	
309,375	4,02784442901611	309,375	-4,44763994216919	
312,5	3,94232058525085	312,5	-4,25429153442383	
315,625	4,173020362854	315,625	-4,02196311950684	
318,75	4,18722677230835	318,75	-3,97987699508667	
321,875	4,43890428543091	321,875	-4,0685920715332	
325	4,55912065505981	325	-4,10114049911499	
328,125	4,63493251800537	328,125	-4,00163173675537	
331,25	4,44250202178955	331,25	-4,24961614608765	
334,375	4,47618818283081	334,375	-4,26564693450928	
337,5	4,55372095108032	337,5	-4,17714786529541	
340,625	4,51101779937744	340,625	-4,2297625541687	
343,75	4,37297344207764	343,75	-4,1590838432312	
346,875	4,37240552902222	346,875	-4,17812252044678	
350	4,43581104278564	350	-4,10756540298462	
353,125	4,45388126373291	353,125	-4,16516923904419	
356,25	4,34973239898682	356,25	-4,22345161437988	
359,375	4,23169565200806	359,375	-4,15922498703003	
362,5	4,28589344024658	362,5	-4,05039215087891	
365,625	4,27402830123901	365,625	-3,9271354675293	
368,75	4,3190598487854	368,75	-4,03144025802612	
371,875	4,29898452758789	371,875	-4,24425935745239	
375	4,27094459533691	375	-3,78259181976318	
378,125	4,16863632202148	378,125	-3,85713791847229	
381,25	4,35726308822632	381,25	-3,94532608985901	
384,375	4,22112083435059	384,375	-3,71615862846375	
387,5	4,07159423828125	387,5	-3,76516318321228	
390,625	4,04478359222412	390,625	-3,84510588645935	
393,75	4,2912278175354	393,75	-3,89139175415039	
396,875	4,3247766494751	396,875	-3,85227179527283	
400	4,38785028457642	400	-3,77666544914246	
403,125	4,4100456237793	403,125	-3,73882699012756	
406,25	4,21069812774658	406,25	-3,660719871521	
409,375	4,11198902130127	409,375	-3,55652189254761	
412,5	3,97867321968079	412,5	-3,55810379981995	
415,625	4,11694717407227	415,625	-3,72030878067017	
418,75	4,07606267929077	418,75	-3,57123398780823	
421,875	4,00829982757568	421,875	-3,64513278007507	
425	4,06556510925293	425	-3,56981086730957	
428,125	4,25251293182373	428,125	-3,46164035797119	
431,25	4,07285737991333	431,25	-3,57153224945068	
434,375	4,16027402877808	434,375	-3,50210928916931	
437,5	4,20301103591919	437,5	-3,45726585388184	
440,625	4,21989727020264	440,625	-3,39435458183289	
443,75	4,14217472076416	443,75	-3,39024233818054	
446,875	4,15400791168213	446,875	-3,32814002037048	
450	4,30700206756592	450	-3,44594383239746	
453,125	4,33359241485596	453,125	-3,40219449996948	
456,25	4,37317895889282	456,25	-3,46680927276611	
459,375	4,23665714263916	459,375	-3,42646789550781	
462,5	4,07535696029663	462,5	-3,44606971740723	
465,625	4,10457181930542	465,625	-3,46560835838318	
468,75	4,15592622756958	468,75	-3,43367505073547	
471,875	3,94811487197876	471,875	-3,42605423927307	
475	3,97798800468445	475	-3,36194777488709	
478,125	4,08673763275146	478,125	-3,22319412231445	
481,25	4,1982159614563	481,25	-3,30100989341736	
484,375	4,05266332626343	484,375	-3,25378561019897	
487,5	4,12821769714355	487,5	-3,20088744163513	
490,625	4,08558464050293	490,625	-3,20199131965637	
493,75	4,06059694290161	493,75	-3,14226603507996	
496,875	4,07656192779541	496,875	-3,11743354797363	
500	4,07882070541382	500	-3,25167322158813	
503,125	4,06442070007324	503,125	-3,24541044235229	
506,25	4,10243129730225	506,25	-3,22293877601624	
509,375	4,05220890045166	509,375	-3,25308132171631	
512,5	3,98552513122559	512,5	-3,17106032371521	
515,625	4,0763897895813	515,625	-3,11198043823242	
518,75	4,1046257019043	518,75	-3,07361245155334	
521,875	3,97766518592834	521,875	-3,14479660987854	
525	3,9820876121521	525	-3,08064675331116	
528,125	4,0718297958374	528,125	-3,12412643432617	
531,25	4,00520658493042	531,25	-3,09878706932068	
534,375	4,01175308227539	534,375	-3,07526755332947	
537,5	3,9978723526001	537,5	-3,06456780433655	
540,625	4,00689125061035	540,625	-3,06955456733704	
543,75	4,06602239608765	543,75	-2,98025870323181	
546,875	3,95970392227173	546,875	-3,07406497001648	
550	3,9895715713501	550	-3,02596592903137	
553,125	3,95006275177002	553,125	-2,99313950538635	
556,25	4,51225519180298	556,25	-2,82844924926758	
559,375	4,47215938568115	559,375	-2,75108289718628	
562,5	4,4915885925293	562,5	-2,74898767471313	
565,625	4,47559356689453	565,625	-2,76373147964478	
568,75	4,46924924850464	568,75	-2,72023034095764	
571,875	4,4725284576416	571,875	-2,69704723358154	
575	4,47378396987915	575	-2,71843147277832	
578,125	4,47809410095215	578,125	-2,64329814910889	
581,25	4,49383449554443	581,25	-2,68859577178955	
584,375	4,47552299499512	584,375	-2,70624375343323	
587,5	4,48510503768921	587,5	-2,68614625930786	
590,625	4,46708965301514	590,625	-2,65370631217957	
593,75	4,45734214782715	593,75	-2,63341903686523	
596,875	4,47811603546143	596,875	-2,62642788887024	
600	4,43772172927856	600	-2,63805890083313	
603,125	4,46097803115845	603,125	-2,60286355018616	
606,25	4,43941307067871	606,25	-2,59553790092468	
609,375	4,47487163543701	609,375	-2,58987069129944	
612,5	4,46493625640869	612,5	-2,57446503639221	
615,625	4,43486595153809	615,625	-2,57286024093628	
618,75	4,45198249816895	618,75	-2,55618810653687	
621,875	4,48553228378296	621,875	-2,5438711643219	
625	4,46912813186646	625	-2,51046991348267	
628,125	4,44433689117432	628,125	-2,52313375473022	
631,25	4,42651891708374	631,25	-2,47292542457581	
634,375	4,42976951599121	634,375	-2,46225452423096	
637,5	4,44311618804932	637,5	-2,47151327133179	
640,625	4,48343324661255	640,625	-2,44154047966003	
643,75	4,4534387588501	643,75	-2,46928191184998	
646,875	4,44522905349731	646,875	-2,43385553359985	
650	4,46119594573975	650	-2,45828080177307	
653,125	4,45630168914795	653,125	-2,42003893852234	
656,25	4,45084857940674	656,25	-2,39996862411499	
659,375	4,43011379241943	659,375	-2,41638016700745	
662,5	4,47235536575317	662,5	-2,41440892219543	
665,625	4,47019338607788	665,625	-2,42446303367615	
668,75	4,44928789138794	668,75	-2,40135884284973	
671,875	4,46738815307617	671,875	-2,36626195907593	
675	4,43070316314697	675	-2,35989618301392	
678,125	4,41628122329712	678,125	-2,35324692726135	
681,25	4,43713855743408	681,25	-2,35203051567078	
684,375	4,44222450256348	684,375	-2,34744000434875	
687,5	4,48183012008667	687,5	-2,3552885055542	
690,625	4,40231037139893	690,625	-2,38566923141479	
693,75	4,45138454437256	693,75	-2,34580016136169	
696,875	4,45920848846436	696,875	-2,33973789215088	
700	4,42992639541626	700	-2,33412790298462	
703,125	4,42867469787598	703,125	-2,33986639976501	
706,25	4,45299768447876	706,25	-2,3192298412323	
709,375	4,44607973098755	709,375	-2,28299999237061	
712,5	4,37622976303101	712,5	-2,32464718818665	
715,625	4,43328809738159	715,625	-2,31125497817993	
