Frequency in Hz	Silk_97 Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_97 Sound Absorption Coefficient continuous	
125	0,0784520134329796	100	0,0641672634798186	
160	0,103786259889603	103,125	0,0807001480140078	
200	0,14083456993103	106,25	0,0716659206407575	
250	0,194642081856728	109,375	0,0534544644755667	
315	0,274608790874481	112,5	0,0757601743677897	
400	0,351530253887177	115,625	0,075463579172442	
500	0,443978041410446	118,75	0,0693458503210509	
630	0,546391487121582	121,875	0,0927787266964587	
800	0,610916554927826	125	0,0707983843114498	
1000	0,771815598011017	128,125	0,0709547360137461	
1250	0,875377833843231	131,25	0,0711569774768358	
1600	0,890713930130005	134,375	0,0553000550627946	
2000	0,896878838539124	137,5	0,0982428106283801	
2500	0,879566490650177	140,625	0,104718858712387	
3150	0,866988062858582	143,75	0,107600802764172	
4000	0,891119837760925	146,875	0,0794037080247226	
		150	0,101459231160659	
		153,125	0,0974123924173993	
		156,25	0,0986127402275827	
		159,375	0,0984604905540483	
		162,5	0,0968654260398774	
		165,625	0,107099559216739	
		168,75	0,106231402960048	
		171,875	0,119401625531039	
		175	0,129101459061778	
		178,125	0,114659348287502	
		181,25	0,117111586238988	
		184,375	0,129244902897408	
		187,5	0,141814263510929	
		190,625	0,144620722080967	
		193,75	0,149091511988326	
		196,875	0,145539120361791	
		200	0,133443223297691	
		203,125	0,128131176481945	
		206,25	0,144132195137776	
		209,375	0,149262717548062	
		212,5	0,138071806253129	
		215,625	0,159679327161174	
		218,75	0,156081067631678	
		221,875	0,161635689310127	
		225	0,171321613011621	
		228,125	0,175560253285473	
		231,25	0,176101043701697	
		234,375	0,18318168903876	
		237,5	0,172486465232825	
		240,625	0,169243259222757	
		243,75	0,176825208977737	
		246,875	0,194692460146427	
		250	0,19874767412686	
		253,125	0,192216929297001	
		256,25	0,1979018265998	
		259,375	0,209887999281147	
		262,5	0,203471721592235	
		265,625	0,199762292073192	
		268,75	0,208296567610185	
		271,875	0,214431071964219	
		275	0,20983658616621	
		278,125	0,221051408209933	
		281,25	0,223183487374695	
		284,375	0,224887007194447	
		287,5	0,212988230150625	
		290,625	0,228144064099993	
		293,75	0,226715802595521	
		296,875	0,23566893565612	
		300	0,24138065113798	
		303,125	0,24611182205329	
		306,25	0,256139094259566	
		309,375	0,266643835492319	
		312,5	0,282303934532213	
		315,625	0,305670360436219	
		318,75	0,309822844647152	
		321,875	0,302332564236623	
		325	0,301303898062568	
		328,125	0,308635360504819	
		331,25	0,289662363945389	
		334,375	0,289349986963585	
		337,5	0,296242372003028	
		340,625	0,291817414761928	
		343,75	0,298413240469745	
		346,875	0,297170014269959	
		350	0,30323607652468	
		353,125	0,30136220347194	
		356,25	0,295556085762181	
		359,375	0,301404071862223	
		362,5	0,309867149066407	
		365,625	0,322630341022555	
		368,75	0,312463604029377	
		371,875	0,295592846797043	
		375	0,34416377149887	
		378,125	0,336999610944509	
		381,25	0,323291743728558	
		384,375	0,348436837025519	
		387,5	0,345309323461746	
		390,625	0,339003272248523	
		393,75	0,332560745302681	
		396,875	0,33629406957278	
		400	0,342238322450252	
		403,125	0,345779319158563	
		406,25	0,357299487927081	
		409,375	0,373473747600361	
		412,5	0,375656269292665	
		415,625	0,358162741619368	
		418,75	0,37674126965408	
		421,875	0,37265791168121	
		425	0,377154342719484	
		428,125	0,381574311915637	
		431,25	0,378699913503043	
		434,375	0,383933722087843	
		437,5	0,386753404484311	
		440,625	0,392609605721987	
		443,75	0,396351210638836	
		446,875	0,403248376297964	
		450	0,390780249383859	
		453,125	0,393819455092642	
		456,25	0,388252049282461	
		459,375	0,39799831843312	
		462,5	0,40409853242351	
		465,625	0,403719956304101	
		468,75	0,407327517616239	
		471,875	0,412883279467167	
		475	0,419049673264285	
		478,125	0,427552873021894	
		481,25	0,420465439511027	
		484,375	0,429603561840132	
		487,5	0,43340645360229	
