stage,target,branch,validation_rmse,validation_mae,validation_r2,test_rows_accessed,rmse_700_1000,rmse_relative_vs_f1_700_1000,bias_700_1000,rmse_1300_1650,rmse_relative_vs_f1_1300_1650,bias_1300_1650,rmse_1650_2000,rmse_relative_vs_f1_1650_2000,bias_1650_2000,passes_regional_guardrails,selected_by_validation_rmse
re_stage1_onset,re,r1_c1500_t12,0.09884278199097005,0.07357795223540928,0.7297007324317201,False,0.08377147112414249,0.8433630996780594,0.0013557245955083668,0.1623678485978839,0.8434677492597902,0.033228011424226066,0.15978496238281137,0.702791126486306,0.030597984477853626,False,False
re_stage1_onset,re,r1_c1500_t18,0.09713563824774801,0.06468699712458291,0.7389569443977851,False,0.05926568708826299,0.3041215486555502,0.036511649478667904,0.1525527910906333,0.7320310200797591,0.10908512321674949,0.1448094260436274,0.5432003238697087,0.0971295685137939,False,False
re_stage1_onset,re,r1_c1500_t24,0.09624156864417753,0.07083974083373673,0.7437402878077352,False,0.06692782040697566,0.47272422012586457,-0.0038444351346594305,0.15414682555171103,0.7501291296844694,0.05164810062288241,0.1540593857223076,0.6417749896350469,0.04951055877279375,False,False
re_stage1_onset,re,r1_c1800_t12,0.08446774869613588,0.06232108431548575,0.8026047097379125,False,0.07193797504978798,0.5829709911125485,0.007831933000011464,0.1400419340894288,0.5899871265596839,-0.026932886629942282,0.1384728558955001,0.47567297173541356,-0.022342956540901685,False,False
re_stage1_onset,re,r1_c1800_t18,0.0951210054074263,0.06528181777346173,0.7496729322710426,False,0.06357137894251591,0.3988668524708827,0.020895373131712323,0.15477619318180452,0.7572747495748875,0.09441958579360517,0.147851549672791,0.5756195268044857,0.0856409400011394,False,False
re_stage1_onset,re,r1_c1800_t24,0.09618259856079281,0.06461963513934746,0.7440542275559602,False,0.04897949645882874,0.07777737696905329,0.01923870801097626,0.13964516958729095,0.5854824012088313,0.09627100623783492,0.13359829140019538,0.42372587330819034,0.08549954512520698,False,False
re_stage1_onset,re,r1_c2100_t12,0.09578216868239425,0.06386608512103675,0.7461809114889403,False,0.047681074336477364,0.04920603405206814,0.01652003036337322,0.13772801989110642,0.5637157542652478,0.09775712456026038,0.13259039556115348,0.41298496211386104,0.08889955946878918,False,False
re_stage1_onset,re,r1_c2100_t18,0.08889897612040636,0.06785428011636987,0.7813505112137422,False,0.07460262615988071,0.6416057442563969,-0.018128000759244863,0.13303060066277778,0.5103828997195017,0.03951070663695847,0.1251102268474831,0.3332705464372292,0.03096562804732807,False,False
re_stage1_onset,re,r1_c2100_t24,0.09662706133811556,0.0657310768369498,0.7416832953696872,False,0.057180168056038205,0.2582304024682949,0.01933047031897654,0.15316489588123305,0.7389806437298982,0.09814924366386513,0.1466168588079315,0.562461713845845,0.08828256726537674,False,False
