Frequency in Hz	Silk_99 Normalized Surface Impedance continuous Re	Frequency in Hz	Silk_99 Normalized Surface Impedance continuous Im	
100	2,85530567169189	100	-14,5201892852783	
103,125	4,19813776016235	103,125	-15,0371656417847	
106,25	2,22067427635193	106,25	-12,2181005477905	
109,375	1,85245406627655	109,375	-13,8234243392944	
112,5	2,67296957969666	112,5	-12,860803604126	
115,625	2,23319435119629	115,625	-11,9655094146729	
118,75	2,21378707885742	118,75	-12,7147178649902	
121,875	2,76026177406311	121,875	-11,5875453948975	
125	1,89655208587646	125	-11,8745708465576	
128,125	1,58933937549591	128,125	-11,1360387802124	
131,25	1,59865784645081	131,25	-11,2623233795166	
134,375	1,03213477134705	134,375	-11,4234924316406	
137,5	1,96060240268707	137,5	-9,88767528533936	
140,625	2,36036682128906	140,625	-10,3659515380859	
143,75	2,11927509307861	143,75	-9,72870635986328	
146,875	1,55608892440796	146,875	-10,7573213577271	
150	1,88991582393646	150	-9,81910514831543	
153,125	1,52732586860657	153,125	-9,22719860076904	
156,25	1,60169196128845	156,25	-9,43971824645996	
159,375	1,47267496585846	159,375	-9,19909381866455	
162,5	1,40729510784149	162,5	-9,23075580596924	
165,625	1,60959851741791	165,625	-9,11505603790283	
168,75	1,31075215339661	168,75	-8,425612449646	
171,875	1,67078185081482	171,875	-8,64498233795166	
175	1,6861025094986	175	-8,23292827606201	
178,125	1,34814596176147	178,125	-8,24866199493408	
181,25	1,39718735218048	181,25	-8,32147026062012	
184,375	1,56998324394226	184,375	-8,16165733337402	
187,5	1,59822010993958	187,5	-7,68907260894775	
190,625	1,68315398693085	190,625	-7,79983425140381	
193,75	1,53921735286713	193,75	-7,36404514312744	
196,875	1,52972686290741	196,875	-7,54813146591187	
200	1,3167188167572	200	-7,65326261520386	
203,125	1,19966638088226	203,125	-7,72045850753784	
206,25	1,20933926105499	206,25	-7,02681827545166	
209,375	1,31996846199036	209,375	-7,13971948623657	
212,5	1,19888067245483	212,5	-7,39631128311157	
215,625	1,29816293716431	215,625	-6,80340194702148	
218,75	1,31518054008484	218,75	-7,03277635574341	
221,875	1,26456582546234	221,875	-6,75268983840942	
225	1,36611580848694	225	-6,68901920318604	
228,125	1,35775673389435	228,125	-6,57940196990967	
231,25	1,32802140712738	231,25	-6,55041456222534	
234,375	1,34865581989288	234,375	-6,41139793395996	
237,5	1,20937252044678	237,5	-6,51714658737183	
240,625	1,01885974407196	240,625	-6,19231796264648	
243,75	1,11940097808838	243,75	-6,25070714950562	
246,875	1,27346897125244	246,875	-6,09734582901001	
250	1,2830069065094	250	-6,04209613800049	
253,125	1,1582213640213	253,125	-6,01717329025269	
256,25	1,13702809810638	256,25	-5,84283256530762	
259,375	1,26510512828827	259,375	-5,8384804725647	
262,5	1,12239122390747	262,5	-5,75191831588745	
265,625	1,01846790313721	265,625	-5,65861749649048	
268,75	1,10708522796631	268,75	-5,681396484375	
271,875	1,08423519134521	271,875	-5,50835132598877	
275	1,01410579681396	275	-5,51957702636719	
278,125	1,05916452407837	278,125	-5,37165451049805	
281,25	1,06553447246552	281,25	-5,37331771850586	
284,375	1,04981684684753	284,375	-5,32942295074463	
287,5	0,961855232715607	287,5	-5,44522285461426	
290,625	0,951195359230042	290,625	-5,03620576858521	
293,75	0,922469198703766	293,75	-5,05718421936035	
296,875	0,953853964805603	296,875	-4,99523973464966	
300	0,964351296424866	300	-4,915846824646	
303,125	0,940997540950775	303,125	-4,80878019332886	
306,25	0,979199767112732	306,25	-4,74170780181885	
309,375	1,03120362758636	309,375	-4,69520235061646	
312,5	1,06741833686829	312,5	-4,54049491882324	
315,625	1,27499413490295	315,625	-4,56820821762085	
318,75	1,24256944656372	318,75	-4,50494527816772	
321,875	1,25322687625885	321,875	-4,633713722229	
325	1,28815186023712	325	-4,7000675201416	
328,125	1,34783732891083	328,125	-4,70533275604248	
331,25	1,1129903793335	331,25	-4,66583395004272	
334,375	1,08036828041077	334,375	-4,64699220657349	
337,5	1,12616813182831	337,5	-4,64228010177612	
340,625	1,04669332504272	340,625	-4,6076135635376	
343,75	1,0263260602951	343,75	-4,48101472854614	
346,875	1,00160431861877	346,875	-4,47898721694946	
350	1,02767145633698	350	-4,46277666091919	
353,125	1,00081217288971	353,125	-4,454185962677	
356,25	0,900332450866699	356,25	-4,39251565933228	
359,375	0,8673956990242	359,375	-4,26401376724243	
362,5	0,904624164104462	362,5	-4,23854541778564	
365,625	0,99006861448288	365,625	-4,19916152954102	
368,75	0,884535610675812	368,75	-4,21711826324463	
371,875	0,737394869327545	371,875	-4,21924448013306	
375	1,03805029392242	375	-4,02592468261719	
378,125	0,95103645324707	378,125	-4,00109386444092	
381,25	0,877524673938751	381,25	-4,13980722427368	
384,375	0,991286098957062	384,375	-3,97782349586487	
387,5	0,888350427150726	387,5	-3,85376167297363	
390,625	0,814076006412506	390,625	-3,82393145561218	
393,75	0,831086814403534	393,75	-3,99830651283264	
396,875	0,837222635746002	396,875	-3,98939657211304	
400	0,855216681957245	400	-3,9777774810791	
403,125	0,853683590888977	403,125	-3,95866775512695	
406,25	0,883201062679291	406,25	-3,85462236404419	
409,375	0,923315942287445	409,375	-3,69765400886536	
412,5	0,878830134868622	412,5	-3,60527372360229	
415,625	0,780335545539856	415,625	-3,69202589988709	
418,75	0,869710564613342	418,75	-3,6195695400238	
421,875	0,799334764480591	421,875	-3,54636359214783	
425	0,823367059230804	425	-3,57453465461731	
428,125	0,886952042579651	428,125	-3,69382524490356	
431,25	0,792248010635376	431,25	-3,55489993095398	
434,375	0,821787893772125	434,375	-3,57769131660461	
437,5	0,8170365691185	437,5	-3,57409381866455	
440,625	0,841639399528503	440,625	-3,56990957260132	
443,75	0,820459187030792	443,75	-3,48787355422974	
446,875	0,845848560333252	446,875	-3,49032998085022	
450	0,773351788520813	450	-3,55604648590088	
453,125	0,765625834465027	453,125	-3,54036116600037	
456,25	0,711882889270782	456,25	-3,53995227813721	
459,375	0,731193721294403	459,375	-3,45594811439514	
462,5	0,725389778614044	462,5	-3,36693167686462	
465,625	0,705339431762695	465,625	-3,36091470718384	
468,75	0,711167216300964	468,75	-3,36680889129639	
471,875	0,680744528770447	471,875	-3,26182222366333	
