branch,validation_rmse,validation_mae,validation_r2,curve_mean_rmse,worst_curve_rmse,fit_wall_time_seconds
c0,0.09859800217296649,0.07322876515668686,0.7310378433124207,0.0886295844143825,0.2055724659470068,27.542556899992633
a,0.05784531767045667,0.04125860353611532,0.9074255012966398,0.04948665586070235,0.14788736426187804,26.803095700000995
