Frequency in Hz	Silk_98 Sound Reflection Factor continuous Re	Frequency in Hz	Silk_98 Sound Reflection Factor continuous Im	
100	0,96453469991684	100	-0,130795210599899	
103,125	0,957870185375214	103,125	-0,121540240943432	
106,25	0,959485173225403	106,25	-0,155031561851501	
109,375	0,971078038215637	109,375	-0,140490233898163	
112,5	0,958417773246765	112,5	-0,144655674695969	
115,625	0,956919133663177	115,625	-0,156910255551338	
118,75	0,962195158004761	118,75	-0,149424031376839	
121,875	0,948870122432709	121,875	-0,15810726583004	
125	0,961236596107483	125	-0,160472020506859	
128,125	0,959383010864258	128,125	-0,172147378325462	
131,25	0,959227621555328	131,25	-0,170452430844307	
134,375	0,968629717826843	134,375	-0,171447992324829	
137,5	0,943428814411163	137,5	-0,187483727931976	
140,625	0,942180216312408	140,625	-0,176059499382973	
143,75	0,938425004482269	143,75	-0,187986552715302	
146,875	0,956405818462372	146,875	-0,177306488156319	
150	0,943056762218475	150	-0,189344376325607	
153,125	0,942981481552124	153,125	-0,203132167458534	
156,25	0,943510413169861	156,25	-0,198382169008255	
159,375	0,942901313304901	159,375	-0,204373881220818	
162,5	0,944397270679474	162,5	-0,204219818115234	
165,625	0,939079403877258	165,625	-0,204066559672356	
168,75	0,936340272426605	168,75	-0,222150728106499	
171,875	0,931822657585144	171,875	-0,212785094976425	
175	0,924985110759735	175	-0,220807403326035	
178,125	0,932538211345673	178,125	-0,225661665201187	
181,25	0,93224436044693	181,25	-0,223312497138977	
184,375	0,92584902048111	184,375	-0,22448505461216	
187,5	0,916844129562378	187,5	-0,234610661864281	
190,625	0,91699355840683	190,625	-0,230987519025803	
193,75	0,911863267421722	193,75	-0,243391513824463	
196,875	0,915332973003387	196,875	-0,239588782191277	
200	0,922421216964722	200	-0,240492850542068	
203,125	0,926289856433868	203,125	-0,241019546985626	
206,25	0,912667334079742	206,25	-0,260104179382324	
209,375	0,911701023578644	209,375	-0,254772037267685	
212,5	0,920041620731354	212,5	-0,249972179532051	
215,625	0,904309749603271	215,625	-0,264486342668533	
218,75	0,908647954463959	218,75	-0,257694929838181	
221,875	0,903560936450958	221,875	-0,26701495051384	
225	0,898473620414734	225	-0,266924440860748	
228,125	0,89570951461792	228,125	-0,270235598087311	
231,25	0,895751535892487	231,25	-0,272040188312531	
234,375	0,891081273555756	234,375	-0,275763690471649	
237,5	0,898095965385437	237,5	-0,276435911655426	
240,625	0,89533007144928	240,625	-0,292647808790207	
243,75	0,893302202224731	243,75	-0,287870734930038	
246,875	0,883415579795837	246,875	-0,288175284862518	
250	0,880516171455383	250	-0,289937913417816	
253,125	0,883597075939178	253,125	-0,295084625482559	
256,25	0,878608524799347	256,25	-0,301854699850082	
259,375	0,873428523540497	259,375	-0,297969192266464	
262,5	0,875504016876221	262,5	-0,306042462587357	
265,625	0,875770211219788	265,625	-0,313581228256226	
268,75	0,872767865657806	268,75	-0,309273570775986	
271,875	0,867013275623322	271,875	-0,317128300666809	
275	0,869619488716125	275	-0,319511920213699	
278,125	0,861757755279541	278,125	-0,323830187320709	
281,25	0,861055910587311	281,25	-0,323803335428238	
284,375	0,859406411647797	284,375	-0,326134979724884	
287,5	0,866409957408905	287,5	-0,324724704027176	
290,625	0,850916266441345	290,625	-0,344472318887711	
293,75	0,853508174419403	293,75	-0,344342976808548	
296,875	0,848550260066986	296,875	-0,34553462266922	
300	0,844166338443756	300	-0,348473578691483	
303,125	0,839432597160339	303,125	-0,355965137481689	
306,25	0,833229422569275	306,25	-0,358156800270081	
309,375	0,827077865600586	309,375	-0,357713580131531	
312,5	0,814814746379852	312,5	-0,363672435283661	
315,625	0,805743455886841	315,625	-0,348601222038269	
318,75	0,802195429801941	318,75	-0,351620435714722	
321,875	0,810129821300507	321,875	-0,344710290431976	
325	0,812695920467377	325	-0,340533494949341	
328,125	0,809909105300903	328,125	-0,337005585432053	
331,25	0,817689001560211	331,25	-0,352383524179459	
334,375	0,817636549472809	334,375	-0,354556739330292	
337,5	0,814729928970337	337,5	-0,351972699165344	
340,625	0,816519796848297	340,625	-0,358500748872757	
343,75	0,809537589550018	343,75	-0,36560320854187	
346,875	0,81001204252243	346,875	-0,367450177669525	
