frequency f in Hz; re(r) ; im(r)
99.000000;0.972278;-0.144575
100.000000;0.965689;-0.129982
101.000000;0.963366;-0.134588
102.000000;0.961688;-0.127402
103.000000;0.955826;-0.138470
104.000000;0.950501;-0.140908
105.000000;0.962054;-0.142006
106.000000;0.962070;-0.134815
107.000000;0.959970;-0.140553
108.000000;0.961446;-0.154288
109.000000;0.964568;-0.152133
110.000000;0.947643;-0.136574
111.000000;0.948796;-0.143712
112.000000;0.951300;-0.155448
113.000000;0.952076;-0.152003
114.000000;0.951387;-0.152985
115.000000;0.947631;-0.163334
116.000000;0.941173;-0.162918
117.000000;0.942262;-0.154137
118.000000;0.941106;-0.152454
119.000000;0.946719;-0.149207
120.000000;0.946009;-0.156892
121.000000;0.942324;-0.163055
122.000000;0.940377;-0.157504
123.000000;0.945721;-0.163046
124.000000;0.945673;-0.159287
125.000000;0.944051;-0.158522
126.000000;0.944509;-0.162093
127.000000;0.942043;-0.163222
128.000000;0.935822;-0.166121
129.000000;0.937596;-0.159062
130.000000;0.938152;-0.158553
131.000000;0.934808;-0.165409
132.000000;0.932847;-0.161360
133.000000;0.934587;-0.166551
134.000000;0.933969;-0.172333
135.000000;0.927974;-0.166991
136.000000;0.926596;-0.166767
137.000000;0.927584;-0.169235
138.000000;0.926911;-0.173420
139.000000;0.932135;-0.172654
140.000000;0.931739;-0.171707
141.000000;0.928901;-0.173516
142.000000;0.927893;-0.176747
143.000000;0.927459;-0.177075
144.000000;0.922879;-0.174249
145.000000;0.924014;-0.179545
146.000000;0.925609;-0.178747
147.000000;0.923053;-0.179536
148.000000;0.923868;-0.178990
149.000000;0.921989;-0.179247
150.000000;0.920327;-0.179384
151.000000;0.920096;-0.177713
152.000000;0.918085;-0.180759
153.000000;0.918242;-0.181173
154.000000;0.919529;-0.185587
155.000000;0.921875;-0.183992
156.000000;0.915861;-0.184634
157.000000;0.914594;-0.187175
158.000000;0.913368;-0.188061
159.000000;0.911990;-0.190502
160.000000;0.913980;-0.189809
161.000000;0.913954;-0.191364
162.000000;0.912999;-0.190123
163.000000;0.910290;-0.192989
164.000000;0.907868;-0.192392
165.000000;0.906936;-0.192005
166.000000;0.906193;-0.192279
167.000000;0.908527;-0.191359
168.000000;0.905293;-0.193576
169.000000;0.905260;-0.194546
170.000000;0.903201;-0.196792
171.000000;0.901908;-0.198252
172.000000;0.901928;-0.196189
173.000000;0.899907;-0.196202
174.000000;0.900411;-0.197396
175.000000;0.899454;-0.198939
176.000000;0.897251;-0.199265
177.000000;0.896245;-0.198592
178.000000;0.895515;-0.198586
179.000000;0.894509;-0.201732
180.000000;0.894132;-0.199599
181.000000;0.894466;-0.200955
182.000000;0.894209;-0.202260
183.000000;0.892291;-0.201209
184.000000;0.890518;-0.204564
185.000000;0.889020;-0.204560
186.000000;0.887800;-0.205097
187.000000;0.887858;-0.204103
188.000000;0.885455;-0.205641
189.000000;0.885270;-0.207905
190.000000;0.884973;-0.208260
191.000000;0.885175;-0.208016
192.000000;0.883776;-0.207842
193.000000;0.882261;-0.208324
194.000000;0.881896;-0.208322
195.000000;0.881692;-0.210114
196.000000;0.879806;-0.210608
197.000000;0.879641;-0.210293
198.000000;0.877489;-0.212008
199.000000;0.877337;-0.211282
200.000000;0.875952;-0.211569
201.000000;0.876081;-0.213711
202.000000;0.874675;-0.214258
203.000000;0.872847;-0.213766
204.000000;0.872739;-0.214483
205.000000;0.872827;-0.214082
206.000000;0.870461;-0.217866
207.000000;0.870757;-0.216717
208.000000;0.869641;-0.215294
209.000000;0.868918;-0.216926
210.000000;0.866923;-0.217615
211.000000;0.865275;-0.217734
212.000000;0.864634;-0.217593
213.000000;0.862507;-0.218278
214.000000;0.863300;-0.218454
215.000000;0.862732;-0.220198
216.000000;0.861199;-0.219951
217.000000;0.860949;-0.220377
218.000000;0.859674;-0.220706
219.000000;0.858538;-0.222163
220.000000;0.858421;-0.222143
221.000000;0.857680;-0.221535
222.000000;0.855885;-0.222099
223.000000;0.855387;-0.222574
224.000000;0.854650;-0.223283
225.000000;0.853403;-0.224418
226.000000;0.853008;-0.224548
227.000000;0.851573;-0.223253
228.000000;0.849688;-0.225585
229.000000;0.849625;-0.227260
230.000000;0.848809;-0.227021
231.000000;0.848561;-0.225930
232.000000;0.847163;-0.226285
233.000000;0.844973;-0.226882
234.000000;0.844188;-0.227740
235.000000;0.843638;-0.227438
236.000000;0.844000;-0.226659
237.000000;0.842165;-0.229741
238.000000;0.841391;-0.229310
239.000000;0.840434;-0.229913
240.000000;0.839773;-0.229883
241.000000;0.838570;-0.228732
242.000000;0.836814;-0.230589
243.000000;0.837050;-0.231539
244.000000;0.834326;-0.231956
245.000000;0.832831;-0.230742
246.000000;0.832982;-0.230990
247.000000;0.833087;-0.232224
248.000000;0.830775;-0.234154
249.000000;0.830623;-0.231722
250.000000;0.829799;-0.233026
251.000000;0.828471;-0.233337
252.000000;0.828545;-0.233532
253.000000;0.829242;-0.234911
254.000000;0.827884;-0.235570
255.000000;0.824671;-0.235176
256.000000;0.822854;-0.235666
257.000000;0.822136;-0.233626
258.000000;0.821829;-0.233661
259.000000;0.821540;-0.236486
260.000000;0.820801;-0.236265
261.000000;0.819811;-0.236287
262.000000;0.819586;-0.237068
263.000000;0.817621;-0.238589
264.000000;0.817089;-0.237108
265.000000;0.816225;-0.237681
266.000000;0.816022;-0.240019
267.000000;0.813117;-0.240352
268.000000;0.810461;-0.239578
269.000000;0.810109;-0.238258
270.000000;0.809618;-0.236550
271.000000;0.810728;-0.238024
272.000000;0.810383;-0.241134
273.000000;0.809931;-0.240928
274.000000;0.806904;-0.240659
275.000000;0.806449;-0.240752
276.000000;0.807518;-0.240160
277.000000;0.804390;-0.241635
278.000000;0.801211;-0.242346
279.000000;0.801740;-0.240607
280.000000;0.803033;-0.240505
281.000000;0.803182;-0.239554
282.000000;0.802020;-0.239981
283.000000;0.797639;-0.238278
284.000000;0.795791;-0.241533
285.000000;0.795607;-0.244780
286.000000;0.797472;-0.242118
287.000000;0.795341;-0.241308
288.000000;0.794065;-0.243737
289.000000;0.791965;-0.246890
290.000000;0.790328;-0.246273
291.000000;0.790930;-0.248914
292.000000;0.786586;-0.243690
293.000000;0.786972;-0.246317
294.000000;0.786338;-0.247741
295.000000;0.783646;-0.244654
296.000000;0.781545;-0.249161
297.000000;0.778563;-0.247376
298.000000;0.778691;-0.247828
299.000000;0.778464;-0.247379
300.000000;0.774444;-0.247072
301.000000;0.773888;-0.248816
302.000000;0.769677;-0.253239
303.000000;0.769076;-0.253368
304.000000;0.769378;-0.252817
305.000000;0.764342;-0.252651
