Frequency in Hz	Silk_92 Sound Reflection Factor continuous Re	Frequency in Hz	Silk_92 Sound Reflection Factor continuous Im	
100	0,945710957050323	100	-0,122835911810398	
103,125	0,945192039012909	103,125	-0,118096455931664	
106,25	0,943782448768616	106,25	-0,128396853804588	
109,375	0,945365786552429	109,375	-0,118296056985855	
112,5	0,934067487716675	112,5	-0,131674721837044	
115,625	0,924656331539154	115,625	-0,132010459899902	
118,75	0,924289524555206	118,75	-0,130119159817696	
121,875	0,924281060695648	121,875	-0,132447764277458	
125	0,922393679618835	125	-0,132045134902	
128,125	0,919090211391449	128,125	-0,134051159024239	
131,25	0,920411288738251	131,25	-0,147686779499054	
134,375	0,915376424789429	134,375	-0,139200419187546	
137,5	0,904963374137878	137,5	-0,144169747829437	
140,625	0,906474888324738	140,625	-0,136887028813362	
143,75	0,899478077888489	143,75	-0,147370904684067	
146,875	0,901380598545074	146,875	-0,147695407271385	
150	0,908683657646179	150	-0,144505530595779	
153,125	0,888906061649323	153,125	-0,150772884488106	
156,25	0,892926037311554	156,25	-0,151256218552589	
159,375	0,893835306167603	159,375	-0,15178194642067	
162,5	0,893274664878845	162,5	-0,150476679205894	
165,625	0,893438577651978	165,625	-0,156476512551308	
168,75	0,874241888523102	168,75	-0,153140127658844	
171,875	0,872395038604736	171,875	-0,158724829554558	
175	0,87515127658844	175	-0,153085514903069	
178,125	0,867074549198151	178,125	-0,156303897500038	
181,25	0,869131445884705	181,25	-0,153422027826309	
184,375	0,864911258220673	184,375	-0,162439674139023	
187,5	0,865525603294373	187,5	-0,156742691993713	
190,625	0,866492986679077	190,625	-0,15690091252327	
193,75	0,860240280628204	193,75	-0,157645061612129	
196,875	0,855451226234436	196,875	-0,160835936665535	
200	0,853231549263	200	-0,15593259036541	
203,125	0,848181188106537	203,125	-0,165011569857597	
206,25	0,851030170917511	206,25	-0,158041208982468	
209,375	0,844780683517456	209,375	-0,160952627658844	
212,5	0,850213348865509	212,5	-0,157978922128677	
215,625	0,846480488777161	215,625	-0,159580543637276	
218,75	0,842465817928314	218,75	-0,154664486646652	
221,875	0,843175709247589	221,875	-0,167008608579636	
225	0,83960098028183	225	-0,158828243613243	
228,125	0,832446396350861	228,125	-0,161812022328377	
231,25	0,828517496585846	231,25	-0,162434369325638	
234,375	0,833469092845917	234,375	-0,159929275512695	
237,5	0,828615546226501	237,5	-0,159576818346977	
240,625	0,829430937767029	240,625	-0,161712616682053	
243,75	0,823527991771698	243,75	-0,158469647169113	
246,875	0,816044926643372	246,875	-0,158474922180176	
250	0,818573117256165	250	-0,164843156933784	
253,125	0,818066656589508	253,125	-0,156690090894699	
256,25	0,810753107070923	256,25	-0,157812386751175	
259,375	0,807393968105316	259,375	-0,161820501089096	
262,5	0,816655814647675	262,5	-0,159791260957718	
265,625	0,814367651939392	265,625	-0,160174250602722	
268,75	0,813718020915985	268,75	-0,159018158912659	
271,875	0,806910455226898	271,875	-0,16176150739193	
275	0,797492563724518	275	-0,157437860965729	
278,125	0,798014998435974	278,125	-0,155481562018394	
281,25	0,801756978034973	281,25	-0,164489164948463	
284,375	0,800444304943085	284,375	-0,161374717950821	
287,5	0,794392704963684	287,5	-0,158554345369339	
290,625	0,792988955974579	290,625	-0,160628288984299	
293,75	0,794355750083923	293,75	-0,161007404327393	
296,875	0,799056649208069	296,875	-0,163036420941353	
300	0,786418855190277	300	-0,164619818329811	
303,125	0,780618488788605	303,125	-0,155789107084274	
306,25	0,769577860832214	306,25	-0,171482592821121	
309,375	0,771952986717224	309,375	-0,162992462515831	
312,5	0,762480080127716	312,5	-0,161537617444992	
315,625	0,761415779590607	315,625	-0,158757418394089	
318,75	0,763529360294342	318,75	-0,150942534208298	
321,875	0,76510763168335	321,875	-0,141820833086967	
325	0,766970694065094	325	-0,139534175395966	
328,125	0,774573922157288	328,125	-0,134963408112526	
331,25	0,779170215129852	331,25	-0,144070655107498	
334,375	0,771859288215637	334,375	-0,140436917543411	
337,5	0,776085913181305	337,5	-0,142501592636108	
340,625	0,774756491184235	340,625	-0,135276824235916	
343,75	0,77026242017746	343,75	-0,140441313385963	
346,875	0,771775960922241	346,875	-0,147638738155365	
350	0,76679652929306	350	-0,143061324954033	
353,125	0,767995119094849	353,125	-0,158463269472122	
356,25	0,775271594524384	356,25	-0,148722499608994	
359,375	0,774435997009277	359,375	-0,144587025046349	
362,5	0,764403104782104	362,5	-0,154094368219376	
365,625	0,767847776412964	365,625	-0,141551449894905	
368,75	0,768065273761749	368,75	-0,137861892580986	
371,875	0,758150339126587	371,875	-0,137083441019058	
375	0,752970695495605	375	-0,152595028281212	
378,125	0,758834958076477	378,125	-0,145050704479218	
381,25	0,774667143821716	381,25	-0,133965164422989	
384,375	0,768705785274506	384,375	-0,136778831481934	
387,5	0,759753882884979	387,5	-0,139276310801506	
390,625	0,752885043621063	390,625	-0,144990712404251	
393,75	0,759114861488342	393,75	-0,149583756923676	
396,875	0,762421131134033	396,875	-0,146770417690277	
400	0,76910662651062	400	-0,139305472373962	
403,125	0,759995520114899	403,125	-0,141954720020294	
406,25	0,754646360874176	406,25	-0,142290323972702	
409,375	0,765191912651062	409,375	-0,143193945288658	
412,5	0,761269330978394	412,5	-0,141435161232948	
415,625	0,747791826725006	415,625	-0,133340656757355	
418,75	0,736558377742767	418,75	-0,134657666087151	
421,875	0,739338874816895	421,875	-0,135194092988968	
425	0,74420702457428	425	-0,146589413285255	
428,125	0,761647164821625	428,125	-0,129549205303192	
431,25	0,754711925983429	431,25	-0,119852110743523	
434,375	0,73330157995224	434,375	-0,130352407693863	
437,5	0,733210563659668	437,5	-0,13165158033371	
440,625	0,739896655082703	440,625	-0,135045245289803	
443,75	0,735709488391876	443,75	-0,136897072196007	
446,875	0,744466781616211	446,875	-0,131605893373489	
450	0,74597704410553	450	-0,127990141510963	
453,125	0,74133312702179	453,125	-0,136820748448372	
456,25	0,731854796409607	456,25	-0,140765890479088	
459,375	0,7368084192276	459,375	-0,137616619467735	
462,5	0,73901778459549	462,5	-0,140346899628639	
465,625	0,741403758525848	465,625	-0,140454635024071	
468,75	0,740239083766937	468,75	-0,132010474801064	
471,875	0,734594166278839	471,875	-0,132935956120491	
475	0,744699418544769	475	-0,13920022547245	
478,125	0,744088053703308	478,125	-0,136113911867142	
481,25	0,736862778663635	481,25	-0,130306854844093	
484,375	0,736231744289398	484,375	-0,129917815327644	
487,5	0,736160218715668	487,5	-0,128603398799896	
490,625	0,738273501396179	490,625	-0,134581819176674	
493,75	0,738474130630493	493,75	-0,133497506380081	
496,875	0,731036305427551	496,875	-0,136946603655815	
500	0,733988285064697	500	-0,130282342433929	
503,125	0,733895301818848	503,125	-0,128954812884331	
506,25	0,73713093996048	506,25	-0,129863902926445	
509,375	0,736481428146362	509,375	-0,130360901355743	
512,5	0,733665764331818	512,5	-0,129564702510834	
515,625	0,729671955108643	515,625	-0,130562305450439	
518,75	0,73858767747879	518,75	-0,134991988539696	
521,875	0,739701807498932	521,875	-0,134952798485756	
525	0,731764912605286	525	-0,134505644440651	
528,125	0,732884705066681	528,125	-0,129505008459091	
531,25	0,734960496425629	531,25	-0,129395619034767	
534,375	0,735505223274231	534,375	-0,126466751098633	
537,5	0,734110713005066	537,5	-0,12575201690197	
540,625	0,736780285835266	540,625	-0,125641345977783	
543,75	0,734064519405365	543,75	-0,130493938922882	
546,875	0,729174673557281	546,875	-0,128165990114212	
550	0,732760190963745	550	-0,132098615169525	
553,125	0,734107553958893	553,125	-0,125758036971092	
556,25	0,726291060447693	556,25	-0,128972753882408	
559,375	0,72718745470047	559,375	-0,125584289431572	
562,5	0,731269240379334	562,5	-0,127659559249878	
565,625	0,734622955322266	565,625	-0,125273898243904	
568,75	0,72766774892807	568,75	-0,126162767410278	
571,875	0,726829528808594	571,875	-0,124698266386986	
575	0,728823363780975	575	-0,126162588596344	
578,125	0,730725228786469	578,125	-0,125120371580124	
581,25	0,727640330791473	581,25	-0,121863961219788	
584,375	0,728048324584961	584,375	-0,12647807598114	
587,5	0,729095876216888	587,5	-0,123674750328064	
590,625	0,72925865650177	590,625	-0,124553516507149	
593,75	0,728074491024017	593,75	-0,126231327652931	
596,875	0,728286325931549	596,875	-0,123976550996304	
600	0,730825185775757	600	-0,121295191347599	
603,125	0,728643000125885	603,125	-0,125465363264084	
606,25	0,726103782653809	606,25	-0,12236350774765	
609,375	0,722993493080139	609,375	-0,126399308443069	
612,5	0,724684536457062	612,5	-0,123038128018379	
615,625	0,722472727298737	615,625	-0,123280860483646	
618,75	0,724729180335999	618,75	-0,123851358890533	
621,875	0,722363173961639	621,875	-0,124310404062271	
625	0,721647500991821	625	-0,121832706034184	
628,125	0,723542332649231	628,125	-0,12386517226696	
631,25	0,724148571491241	631,25	-0,12190917879343	
634,375	0,723051011562347	634,375	-0,121209919452667	
637,5	0,721124112606049	637,5	-0,119588278234005	
640,625	0,722050905227661	640,625	-0,121848978102207	
643,75	0,723814308643341	643,75	-0,122102707624435	
646,875	0,722827017307281	646,875	-0,12098852545023	
650	0,722100496292114	650	-0,120649717748165	
653,125	0,72346156835556	653,125	-0,12070257216692	
656,25	0,724796652793884	656,25	-0,119720503687859	
659,375	0,725475430488586	659,375	-0,122504509985447	
662,5	0,722737073898315	662,5	-0,12057800590992	
665,625	0,724262893199921	665,625	-0,120713613927364	
668,75	0,723247170448303	668,75	-0,120183184742928	
671,875	0,722524285316467	671,875	-0,119536466896534	
675	0,7224440574646	675	-0,119450300931931	
678,125	0,720568597316742	678,125	-0,11995305866003	
681,25	0,721052527427673	681,25	-0,12077946215868	
684,375	0,721615374088287	684,375	-0,119296722114086	
687,5	0,719491422176361	687,5	-0,120098024606705	
690,625	0,719897985458374	690,625	-0,120759129524231	
693,75	0,719941079616547	693,75	-0,118720650672913	
696,875	0,71888792514801	696,875	-0,118402704596519	
700	0,721496880054474	700	-0,118776142597198	
703,125	0,72281152009964	703,125	-0,11932073533535	
706,25	0,72027862071991	706,25	-0,121327191591263	
709,375	0,720080494880676	709,375	-0,120679579675198	
712,5	0,722444951534271	712,5	-0,122159138321877	
715,625	0,720615684986115	715,625	-0,120477586984634	
718,75	0,718118906021118	718,75	-0,120863601565361	
721,875	0,721492826938629	721,875	-0,121448427438736	
725	0,720559298992157	725	-0,120641000568867	
728,125	0,718986213207245	728,125	-0,120366312563419	
731,25	0,722260177135468	731,25	-0,12221235781908	
734,375	0,720456600189209	734,375	-0,121179342269897	
737,5	0,720341444015503	737,5	-0,120642445981503	
740,625	0,720060646533966	740,625	-0,122303791344166	
743,75	0,720017492771149	743,75	-0,122045934200287	
746,875	0,721518397331238	746,875	-0,121171750128269	
750	0,718414604663849	750	-0,122871093451977	
753,125	0,718040525913239	753,125	-0,121605262160301	
756,25	0,718134164810181	756,25	-0,121016055345535	
759,375	0,72002375125885	759,375	-0,122355222702026	
762,5	0,718437492847443	762,5	-0,122042499482632	
765,625	0,718085825443268	765,625	-0,12116526812315	
768,75	0,714605510234833	768,75	-0,1213468760252	
771,875	0,715945839881897	771,875	-0,124786548316479	
775	0,71757185459137	775	-0,121451482176781	
778,125	0,714156627655029	778,125	-0,120958477258682	
781,25	0,71635240316391	781,25	-0,122001834213734	
784,375	0,717107117176056	784,375	-0,124311834573746	
787,5	0,712964534759521	787,5	-0,122526720166206	
790,625	0,715740203857422	790,625	-0,122956655919552	
793,75	0,71501761674881	793,75	-0,121304750442505	
796,875	0,715041518211365	796,875	-0,123891294002533	
800	0,715005278587341	800	-0,123329602181911	
803,125	0,714201331138611	803,125	-0,118653237819672	
806,25	0,717270314693451	806,25	-0,118702329695225	
809,375	0,717590153217316	809,375	-0,119744680821896	
812,5	0,71533191204071	812,5	-0,121950298547745	
815,625	0,712826430797577	815,625	-0,121779352426529	
818,75	0,715771019458771	818,75	-0,121938534080982	
821,875	0,713733017444611	821,875	-0,120988368988037	
825	0,714233338832855	825	-0,123596489429474	
828,125	0,712142527103424	828,125	-0,124320596456528	
831,25	0,709760844707489	831,25	-0,122928842902184	
834,375	0,712037861347198	834,375	-0,120844155550003	
837,5	0,7144895195961	837,5	-0,118772752583027	
840,625	0,713403344154358	840,625	-0,119590803980827	
843,75	0,71504133939743	843,75	-0,123690046370029	
846,875	0,718040823936462	846,875	-0,123477123677731	
850	0,713436484336853	850	-0,127402633428574	
853,125	0,713272154331207	853,125	-0,125822067260742	
856,25	0,713207483291626	856,25	-0,117092095315456	
859,375	0,708890080451965	859,375	-0,116451844573021	
862,5	0,709981560707092	862,5	-0,120494745671749	
865,625	0,713211953639984	865,625	-0,121497377753258	
868,75	0,713762104511261	868,75	-0,122320406138897	
871,875	0,715341567993164	871,875	-0,123518213629723	
875	0,715140402317047	875	-0,122833304107189	
878,125	0,712595105171204	878,125	-0,121603645384312	
881,25	0,712543785572052	881,25	-0,122465774416924	
884,375	0,703213572502136	884,375	-0,116443745791912	
887,5	0,702578783035278	887,5	-0,113903552293777	
890,625	0,703934013843536	890,625	-0,114723861217499	
893,75	0,704969704151154	893,75	-0,114759705960751	
896,875	0,702367544174194	896,875	-0,116600081324577	
900	0,703956723213196	900	-0,116602271795273	
903,125	0,703350722789764	903,125	-0,117698021233082	
906,25	0,69970029592514	906,25	-0,115608386695385	
909,375	0,700028657913208	909,375	-0,115135110914707	
912,5	0,701908469200134	912,5	-0,117839895188808	
915,625	0,699019551277161	915,625	-0,114403776824474	
918,75	0,697495877742767	918,75	-0,113365150988102	
921,875	0,698672115802765	921,875	-0,119446262717247	
925	0,696821987628937	925	-0,118914119899273	
928,125	0,699515521526337	928,125	-0,118063770234585	
931,25	0,702632486820221	931,25	-0,117144286632538	
934,375	0,702482640743256	934,375	-0,116749458014965	
937,5	0,704070091247559	937,5	-0,120615735650063	
940,625	0,700502514839172	940,625	-0,119825556874275	
943,75	0,69877690076828	943,75	-0,117997907102108	
946,875	0,698757112026215	946,875	-0,117460265755653	
950	0,700819730758667	950	-0,116699412465096	
953,125	0,698639690876007	953,125	-0,117836944758892	
956,25	0,696378469467163	956,25	-0,117521613836288	
959,375	0,695657968521118	959,375	-0,118494033813477	
962,5	0,695136964321136	962,5	-0,119965746998787	
965,625	0,695365488529205	965,625	-0,117664493620396	
968,75	0,698185384273529	968,75	-0,116428822278976	
971,875	0,696164488792419	971,875	-0,119705639779568	
975	0,694356441497803	975	-0,121128261089325	
978,125	0,695761382579803	978,125	-0,119671784341335	
981,25	0,692732453346252	981,25	-0,120528370141983	
984,375	0,695444524288177	984,375	-0,119562283158302	
987,5	0,695820331573486	987,5	-0,117940187454224	
990,625	0,694566011428833	990,625	-0,120006002485752	
993,75	0,697357177734375	993,75	-0,120416760444641	
996,875	0,694075405597687	996,875	-0,119028434157372	
1000	0,693687975406647	1000	-0,119538135826588	
1003,125	0,69432806968689	1003,125	-0,118856631219387	
1006,25	0,692326962947845	1006,25	-0,118832886219025	
1009,375	0,692818164825439	1009,375	-0,118866935372353	
1012,5	0,693944752216339	1012,5	-0,119618557393551	
1015,625	0,68944388628006	1015,625	-0,117657423019409	
1018,75	0,691163301467896	1018,75	-0,122118808329105	
1021,875	0,69184798002243	1021,875	-0,119353652000427	
1025	0,692011296749115	1025	-0,120913431048393	
1028,125	0,690960645675659	1028,125	-0,119657047092915	
1031,25	0,691888868808746	1031,25	-0,120171949267387	
1034,375	0,691899716854095	1034,375	-0,119274020195007	
1037,5	0,690731704235077	1037,5	-0,122076161205769	
1040,625	0,690337717533112	1040,625	-0,121052958071232	
1043,75	0,689303278923035	1043,75	-0,121234968304634	
1046,875	0,690801441669464	1046,875	-0,119939289987087	
1050	0,68989622592926	1050	-0,121595464646816	
1053,125	0,692200601100922	1053,125	-0,121072120964527	
1056,25	0,691588997840881	1056,25	-0,12296736240387	
1059,375	0,688844203948975	1059,375	-0,120847597718239	
1062,5	0,689639091491699	1062,5	-0,120247520506382	
1065,625	0,689701318740845	1065,625	-0,123319566249847	
1068,75	0,688570737838745	1068,75	-0,122326113283634	
1071,875	0,688963532447815	1071,875	-0,121702432632446	
1075	0,687821805477142	1075	-0,122289642691612	
1078,125	0,688038766384125	1078,125	-0,122806020081043	
1081,25	0,686893165111542	1081,25	-0,121335431933403	
1084,375	0,686180412769318	1084,375	-0,121829815208912	
1087,5	0,68584805727005	1087,5	-0,122888825833797	
1090,625	0,685684442520142	1090,625	-0,122732810676098	
1093,75	0,685277581214905	1093,75	-0,122749455273151	
1096,875	0,685481786727905	1096,875	-0,123915806412697	
1100	0,685208559036255	1100	-0,122922793030739	
1103,125	0,685114145278931	1103,125	-0,123666077852249	
1106,25	0,68203467130661	1106,25	-0,123172454535961	
1109,375	0,681925535202026	1109,375	-0,124599993228912	
1112,5	0,685050904750824	1112,5	-0,123831689357758	
1115,625	0,683934271335602	1115,625	-0,123401276767254	
1118,75	0,682641267776489	1118,75	-0,124517425894737	
1121,875	0,682267427444458	1121,875	-0,12468047440052	
1125	0,682855546474457	1125	-0,124034240841866	
1128,125	0,682620108127594	1128,125	-0,124130606651306	
1131,25	0,682077944278717	1131,25	-0,12615193426609	
1134,375	0,681959986686707	1134,375	-0,124841168522835	
1137,5	0,681933164596558	1137,5	-0,125727370381355	
1140,625	0,682984054088593	1140,625	-0,125882893800735	
1143,75	0,681077659130096	1143,75	-0,127370208501816	
1146,875	0,681741416454315	1146,875	-0,128499418497086	
1150	0,681646287441254	1150	-0,126402452588081	
1153,125	0,681046009063721	1153,125	-0,126036196947098	
1156,25	0,679765284061432	1156,25	-0,125754818320274	
1159,375	0,679921507835388	1159,375	-0,12714846432209	
1162,5	0,678874373435974	1162,5	-0,127689614892006	
1165,625	0,677913248538971	1165,625	-0,127679735422134	
1168,75	0,680335521697998	1168,75	-0,127866998314857	
1171,875	0,679352521896362	1171,875	-0,129612952470779	
1175	0,679429173469543	1175	-0,127376794815063	
1178,125	0,680117547512054	1178,125	-0,127774253487587	
1181,25	0,679037094116211	1181,25	-0,128063783049583	
1184,375	0,678277194499969	1184,375	-0,129295662045479	
1187,5	0,67750746011734	1187,5	-0,128564655780792	
1190,625	0,67461895942688	1190,625	-0,128711670637131	
1193,75	0,673653244972229	1193,75	-0,129112124443054	
1196,875	0,67426472902298	1196,875	-0,130466341972351	
1200	0,67626816034317	1200	-0,130595594644547	
1203,125	0,674581944942474	1203,125	-0,130925118923187	
1206,25	0,675424516201019	1206,25	-0,130457058548927	
1209,375	0,672779977321625	1209,375	-0,12949825823307	
1212,5	0,672583401203156	1212,5	-0,13175942003727	
