Frequency in Hz	Wool_93 Sound Reflection Factor continuous Re	Frequency in Hz	Wool_93 Sound Reflection Factor continuous Im	
100	0.963505566120148	100	-0.123963296413422	
103.125	0.956470727920532	103.125	-0.114228501915932	
106.25	0.958320915699005	106.25	-0.14843487739563	
109.375	0.97011935710907	109.375	-0.133500158786774	
112.5	0.95741879940033	112.5	-0.138307437300682	
115.625	0.956462144851685	115.625	-0.149642705917358	
118.75	0.961384057998657	118.75	-0.141433268785477	
121.875	0.947511911392212	121.875	-0.149374052882195	
125	0.959621846675873	125	-0.151903882622719	
128.125	0.958535611629486	128.125	-0.163760140538216	
131.25	0.958937048912048	131.25	-0.161836698651314	
134.375	0.967265427112579	134.375	-0.16242079436779	
137.5	0.942172944545746	137.5	-0.178399488329887	
140.625	0.941174983978271	140.625	-0.167082607746124	
143.75	0.937819480895996	143.75	-0.178571864962578	
146.875	0.955477058887482	146.875	-0.168102696537971	
150	0.942116498947144	150	-0.179317325353622	
153.125	0.941930770874023	153.125	-0.193154320120811	
156.25	0.942593455314636	156.25	-0.188296154141426	
159.375	0.941905200481415	159.375	-0.193991273641586	
162.5	0.943353474140167	162.5	-0.19388347864151	
165.625	0.938165128231049	165.625	-0.193674728274345	
168.75	0.935532808303833	168.75	-0.211248964071274	
171.875	0.930648922920227	171.875	-0.201680064201355	
175	0.923986315727234	175	-0.209697872400284	
178.125	0.931401371955872	178.125	-0.214124083518982	
181.25	0.931101202964783	181.25	-0.211567476391792	
184.375	0.92462831735611	184.375	-0.212489560246468	
187.5	0.915731549263	187.5	-0.222651675343513	
190.625	0.915453255176544	190.625	-0.21840201318264	
193.75	0.910351991653442	193.75	-0.231480076909065	
196.875	0.913864254951477	196.875	-0.22687454521656	
200	0.9209024310112	200	-0.227924734354019	
203.125	0.924611032009125	203.125	-0.227937549352646	
206.25	0.911183178424835	206.25	-0.246830657124519	
209.375	0.9100461602211	209.375	-0.241068482398987	
212.5	0.918068110942841	212.5	-0.236010640859604	
215.625	0.902532756328583	215.625	-0.250981867313385	
218.75	0.906909286975861	218.75	-0.243553638458252	
221.875	0.90175199508667	221.875	-0.252835839986801	
225	0.896703839302063	225	-0.252123653888702	
228.125	0.89377349615097	228.125	-0.255435645580292	
231.25	0.893570244312286	231.25	-0.256814688444138	
234.375	0.88883364200592	234.375	-0.260512918233871	
237.5	0.895695209503174	237.5	-0.260499358177185	
240.625	0.893471360206604	240.625	-0.276597082614899	
243.75	0.891001641750336	243.75	-0.271418869495392	
246.875	0.880673110485077	246.875	-0.272161930799484	
250	0.878229200839996	250	-0.273526191711426	
253.125	0.881445705890656	253.125	-0.278001636266708	
256.25	0.876311957836151	256.25	-0.284855395555496	
259.375	0.870910227298737	259.375	-0.280507624149323	
262.5	0.872845649719238	262.5	-0.288433998823166	
265.625	0.873442888259888	265.625	-0.295456528663635	
268.75	0.870142698287964	268.75	-0.291087299585342	
271.875	0.864326536655426	271.875	-0.298750102519989	
275	0.867184340953827	275	-0.300646334886551	
278.125	0.859112083911896	278.125	-0.305039703845978	
281.25	0.858424782752991	281.25	-0.304532408714294	
284.375	0.85694694519043	284.375	-0.306841999292374	
287.5	0.86472624540329	287.5	-0.306552082300186	
290.625	0.849265396595001	290.625	-0.324131101369858	
293.75	0.851094186306	293.75	-0.323368489742279	
296.875	0.845705568790436	296.875	-0.324531376361847	
300	0.84129536151886	300	-0.326677143573761	
303.125	0.836621224880219	303.125	-0.334272384643555	
306.25	0.830433070659637	306.25	-0.335972964763641	
309.375	0.824283361434937	309.375	-0.335812956094742	
312.5	0.812419712543488	312.5	-0.341319262981415	
315.625	0.802844405174255	315.625	-0.326483249664307	
318.75	0.799669921398163	318.75	-0.329089939594269	
321.875	0.807570517063141	321.875	-0.322223901748657	
325	0.809866189956665	325	-0.317879021167755	
328.125	0.806852996349335	328.125	-0.31426465511322	
331.25	0.814356565475464	331.25	-0.328822642564774	
334.375	0.814379692077637	334.375	-0.33095970749855	
337.5	0.811308205127716	337.5	-0.328209638595581	
340.625	0.812854647636414	340.625	-0.333984285593033	
343.75	0.806084334850311	343.75	-0.341092765331268	
346.875	0.806306183338165	346.875	-0.342355132102966	
350	0.803349554538727	350	-0.341235101222992	
353.125	0.803775191307068	353.125	-0.343095123767853	
356.25	0.804778099060059	356.25	-0.352028548717499	
359.375	0.798022389411926	359.375	-0.360875099897385	
362.5	0.793705523014069	362.5	-0.359324157238007	
365.625	0.785578608512878	365.625	-0.355448871850967	
368.75	0.791857838630676	368.75	-0.360707700252533	
371.875	0.800448298454285	371.875	-0.369661659002304	
375	0.769249439239502	375	-0.360547125339508	
378.125	0.771262586116791	378.125	-0.368179559707642	
381.25	0.784106314182281	381.25	-0.364194303750992	
384.375	0.76505434513092	384.375	-0.365599721670151	
387.5	0.761606931686401	387.5	-0.379988163709641	
390.625	0.763596534729004	390.625	-0.386987000703812	
393.75	0.774125933647156	393.75	-0.37420991063118	
396.875	0.772192180156708	396.875	-0.373569041490555	
400	0.769512057304382	400	-0.371962934732437	
403.125	0.767304599285126	403.125	-0.372624069452286	
406.25	0.755991339683533	406.25	-0.377553552389145	
409.375	0.741045653820038	409.375	-0.383721858263016	
412.5	0.734827160835266	412.5	-0.392825156450272	
415.625	0.748379588127136	415.625	-0.394629627466202	
418.75	0.735305964946747	418.75	-0.391742467880249	
421.875	0.733272671699524	421.875	-0.402718394994736	
425	0.732796728610992	425	-0.397812843322754	
428.125	0.736869692802429	428.125	-0.383776515722275	
431.25	0.730772852897644	431.25	-0.400876045227051	
434.375	0.729921996593475	434.375	-0.396086484193802	
437.5	0.728762984275818	437.5	-0.395788669586182	
440.625	0.725744903087616	440.625	-0.393291264772415	
443.75	0.718930900096893	443.75	-0.399933665990829	
446.875	0.71539568901062	446.875	-0.396937102079391	
450	0.725456476211548	450	-0.398205786943436	
453.125	0.723374545574188	453.125	-0.398741453886032	
456.25	0.725913465023041	456.25	-0.402927160263062	
459.375	0.715497851371765	459.375	-0.407047510147095	
462.5	0.706225216388702	462.5	-0.414073139429092	
465.625	0.705818772315979	465.625	-0.41596457362175	
468.75	0.704475879669189	468.75	-0.413933008909225	
471.875	0.693921983242035	471.875	-0.423676043748856	
475	0.690690219402313	475	-0.42120173573494	
478.125	0.689542353153229	478.125	-0.411921471357346	
481.25	0.695087313652039	481.25	-0.413427025079727	
484.375	0.684403777122498	484.375	-0.418524324893951	
487.5	0.684192180633545	487.5	-0.414337277412415	
490.625	0.680186450481415	490.625	-0.417252659797668	
493.75	0.67406690120697	493.75	-0.417257964611053	
496.875	0.672262191772461	496.875	-0.417770236730576	
500	0.674734652042389	500	-0.424892902374268	
503.125	0.670735418796539	503.125	-0.425903111696243	
506.25	0.669462919235229	506.25	-0.425004869699478	
509.375	0.667154490947723	509.375	-0.429597198963165	
512.5	0.659382402896881	512.5	-0.429726809263229	
515.625	0.658720016479492	515.625	-0.424449771642685	
518.75	0.656886577606201	518.75	-0.422879785299301	
521.875	0.651592612266541	521.875	-0.432058453559875	
525	0.647455453872681	525	-0.430653154850006	
528.125	0.650769829750061	528.125	-0.430881679058075	
531.25	0.64426451921463	531.25	-0.431910246610641	
534.375	0.641349494457245	534.375	-0.431644380092621	
537.5	0.638439059257507	537.5	-0.433056592941284	
540.625	0.636861145496368	540.625	-0.433950424194336	
543.75	0.635031282901764	543.75	-0.429555207490921	
546.875	0.63080769777298	546.875	-0.438179671764374	
550	0.628476202487946	550	-0.435705244541168	
553.125	0.623698949813843	553.125	-0.436206310987473	
556.25	0.641688585281372	556.25	-0.408635497093201	
559.375	0.635453104972839	559.375	-0.407094538211823	
562.5	0.634178102016449	562.5	-0.407489061355591	
565.625	0.631913304328918	565.625	-0.409703701734543	
568.75	0.628348767757416	568.75	-0.408859819173813	
571.875	0.62598317861557	571.875	-0.408402174711227	
575	0.624315202236176	575	-0.410441905260086	
578.125	0.620877027511597	578.125	-0.407683193683624	
581.25	0.620059907436371	581.25	-0.410346806049347	
584.375	0.61726576089859	584.375	-0.412508487701416	
587.5	0.61546391248703	587.5	-0.412232577800751	
590.625	0.611791551113129	590.625	-0.411532580852509	
593.75	0.608486950397491	593.75	-0.411880314350128	
596.875	0.607578039169312	596.875	-0.411641985177994	
600	0.603338003158569	600	-0.413727253675461	
603.125	0.601996004581451	603.125	-0.412483513355255	
606.25	0.598237991333008	606.25	-0.412912428379059	
609.375	0.597887277603149	609.375	-0.412808209657669	
612.5	0.594835937023163	612.5	-0.413124293088913	
615.625	0.591224312782288	615.625	-0.414402097463608	
618.75	0.589670836925507	618.75	-0.413726389408112	
621.875	0.588800311088562	621.875	-0.412917405366898	
625	0.585027933120728	625	-0.411878138780594	
628.125	0.581510543823242	628.125	-0.413781553506851	
631.25	0.577221810817719	631.25	-0.412116795778275	
634.375	0.574857354164124	634.375	-0.412207096815109	
637.5	0.573572278022766	637.5	-0.412748128175735	
640.625	0.573071956634521	640.625	-0.410727649927139	
643.75	0.568723082542419	643.75	-0.413142919540405	
646.875	0.566018104553223	646.875	-0.411466896533966	
650	0.564893782138824	650	-0.41305473446846	
653.125	0.562009811401367	653.125	-0.411119997501373	
656.25	0.559609234333038	656.25	-0.409972846508026	
659.375	0.556278824806213	659.375	-0.410848766565323	
662.5	0.556431949138641	662.5	-0.410841852426529	
665.625	0.554410994052887	665.625	-0.411768347024918	
668.75	0.550879240036011	668.75	-0.410545080900192	
671.875	0.549567341804504	671.875	-0.40851902961731	
675	0.545230567455292	675	-0.408791959285736	
678.125	0.542090952396393	678.125	-0.408578127622604	
681.25	0.541121602058411	681.25	-0.408278375864029	
684.375	0.539829194545746	684.375	-0.407952547073364	
687.5	0.54042649269104	687.5	-0.408591866493225	
690.625	0.533440709114075	690.625	-0.410678833723068	
693.75	0.534399330615997	693.75	-0.408012062311172	
696.875	0.532560527324677	696.875	-0.407575875520706	
700	0.528794825077057	700	-0.407432556152344	
703.125	0.527235448360443	703.125	-0.40775454044342	
706.25	0.526764869689941	706.25	-0.40654045343399	
